K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.01.03.2014,,,,,,14 Sungai Pinang,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.03.2015,,,,,,15 Balam Jaya,,"Pemekaran sebagian Desa Tambang Perda No.17/2011, Perbaikan
nama hasil Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.01.03.2016,,,,,,16 Pulau Permai,,"Pemekaran sebagian Desa Tambang Perda No. 17/2011, Perbaikan
nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
14.01.03.2017,,,,,,17 Palung Raya,,"Pemekaran sebagian Desa Tambang Perda No. 17/2011, Perbaikan
nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
14.01.04,,,,4XIII Koto Kampar,1,12,,
,,,,,,Tabing,,Menjadi wil. Kec. Koto Kampar Hulu Perda No. 22/2003
,,,,,,Gunung Malelo,,Menjadi wil. Kec. Koto Kampar Hulku Perda No. 22/203
,,,,,,Tanjung,,Menjadi wil. Kec. Koto Kampar Hulu Perda No. 22/2003
14.01.04.2004,,,,,,1 Gunung Bungsu,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.04.2005,,,,,,2 Koto Tuo,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.04.2006,,,,,,3 Balung,,
14.01.04.2007,,,,,,4 Muara Takus,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Pongkai,,Menjadi wil. Kec. Koto Kampar Hulu Perda No. 22/2003
,,,,,,Siberuang,,Menjadi wil. Kec. Koto Kampar Hulu Perda No. 22/2003
14.01.04.2010,,,,,,5 Pulau Gadang,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.04.2011,,,,,,6 Tanjung Alai,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.04.2012,,,,,,7 Ranah Sungkai,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
