K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Ambia,,"Menjadi wil. Kec. Essang Selatan, Perda No. 5/2007"
,,,,,,K u m a,,"Menjadi wil. Kec. Essang Selatan, Perda No. 5/2007"
71.04.04.2006,,,,,,1 E s s a n g,,
71.04.04.2007,,,,,,2 Lalue,,
71.04.04.2008,,,,,,3 Bulude,,
,,,,,,Mamahan,,Menjadi wil. Kec. Gemeh
,,,,,,Bambung,,Menjadi wil. Kec. Gemeh
,,,,,,Taturan,,Menjadi wil. Kec. Gemeh
,,,,,,G e m e h,,Menjadi wil. Kec. Gemeh
,,,,,,Arangkaa,,Menjadi wil. Kec. Gemeh
,,,,,,Malat,,Menjadi wil. Kec. Gemeh
,,,,,,Apan,,Menjadi wil. Kec. Gemeh
71.04.04.2016,,,,,,4 Maririk,,
,,,,,,Taruan,,Menjadi wil. Kec. Gemeh
71.04.04.2018,,,,,,5 Essang Selatan,,Perda No. 1/2006
71.04.04.2019,,,,,,6 Bulude Selatan,,Perda No. 20/2006
71.04.04.2020,,,,,,7 Lalue Tengah,,Perda No. 20/2006
71.04.04.2021,,,,,,8 Lalue Utara,,Perda No. 20/2006
,,,,,,Ensem Timur,,"Perda No. 20/2006, Menjadi wil. Kec. Essang Selatan, Perda No.
5/2007"
,,,,,,Sambuara Satu,,"Perda No. 20/2006, Menjadi wil. Kec. Essang Selatan, Perda No.
5/2007"
,,,,,,Ambia Utara,,"Menjadi wil. Kec. Essang Selatan, Perda No. 5/2007"
,,,,,,Kuma Selatan,,"Menjadi wil. Kec. Essang Selatan, Perda No. 5/2007"
71.04.05,,,,5Nanusa,-,9,,
71.04.05.2001,,,,,,1 Kakorotan,,
71.04.05.2002,,,,,,2 Marampit,,
71.04.05.2003,,,,,,3 Laluhe,,
71.04.05.2004,,,,,,4 Dampulis,,
71.04.05.2005,,,,,,5 Karatung,,
,,,,,,Miangas,,"Menjadi wil. Kec. Khusus Miangas, Perda No. 11/2006"
71.04.05.2007,,,,,,6 Karatung Tengah,,Perda No. 20/2006
71.04.05.2008,,,,,,7 Karatung Selatan,,Perda No. 20/2006
71.04.05.2009,,,,,,8 Dampulis Selatan,,Perda No. 20/2006
71.04.05.2010,,,,,,9 Marampit Timur,,Perda No. 20/2006
71.04.06,,,,6Kabaruan,-,12,,
71.04.06.2001,,,,,,1 Pangeran,,
,,,,,,Peret,,Menjadi wil. Kec. Damau
,,,,,,Taduwale,,Menjadi wil. Kec. Damau
,,,,,,Damau,,Menjadi wil. Kec. Damau
,,,,,,Akasi,,Menjadi wil. Kec. Damau
