NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,15.02.07,7 Tabir Ulu,,,,,,6,,,
,15.02.08,8 Tabir Selatan,,,,,,8,,,Perda No. 17 / 2004
,15.02.09,9 Lembah Masurai,,,,,,15,,,Perda No. 16 / 2004
,15.02.10,10 Bangko Barat,,,,,,6,,,Perda No. 2/2007
,15.02.11,11 Nalo Tantan,,,,,,7,,,"Perubahan nama Kec. Nalo Tatan menjadi Kec. Nalo Tantan sesuai
surat Bupati Merangin No 141/32/DPMD/2021 tanggal 27 Januari
2021, Perda Kab. Merangin No. 2 Tahun 2007"
,15.02.12,12 Batang Masumai,,,,,,10,,,Perda No. 2/2007
,15.02.13,13 Pamenang Barat,,,,,,8,,,Perda No. 2/2007
,15.02.14,14 Tabir Ilir,,,,,,7,,,Perda No. 2/2007
,15.02.15,15 Tabir Timur,,,,,,4,,,Perda No. 2/2007
,15.02.16,16 Renah Pembarap,,,,,,12,,,Perda No. 2/2007
,15.02.17,17 Pangkalan Jambu,,,,,,8,,,Perda No. 2/2007
,15.02.18,18 Jangkat Timur,,,,,,14,,,"Perda No. 2/2007, Perubahan Nama Kec. Sungai Tenang Menjadi Kec.
Jangkat Timur, Perda No. 05/2015"
,15.02.19,19 Renah Pamenang,,,,,,4,,,"Perda No. 6/2008, Surat Gubernur No. 188.342/1536/IV/Hkm, Tgl 11
Juni 2009"
,15.02.20,20 Pamenang Selatan,,,,,,4,,,"Perda No. 6/2008, Surat Gubernur No. 188.342/1536/IV/Hkm, Tgl 11
Juni 2009"
,15.02.21,21 Margo Tabir,,,,,,6,,,"Perda No. 6/2008, Surat Gubernur No. 188.342/1536/IV/Hkm, Tgl 11
Juni 2009"
,15.02.22,22 Tabir Lintas,,,,,,5,,,"Perda No. 6/2008, Surat Gubernur No. 188.342/1536/IV/Hkm, Tgl 11
Juni 2009"
,15.02.23,23 Tabir Barat,,,,,,14,,,"Perda No. 6/2008, Surat Gubernur No. 188.342/1536/IV/Hkm, Tgl 11
Juni 2009"
,15.02.24,24 Tiang Pumpung,,,,,,6,,,"Perda No. 6/2008, Surat Gubernur No. 188.342/1536/IV/Hkm, Tgl 11
Juni 2009"
,15.03,3 KAB. SAROLANGUN,Sarolangun,,,11,9,149,5.936,290.491,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,15.03.01,1 Batang Asai,,,,,,23,,,
,15.03.02,2 Limun,,,,,,16,,,
,15.03.03,3 Sarolangun,,,,,6,10,,,
,15.03.04,4 Pauh,,,,,1,13,,,
,15.03.05,5 Pelawan,,,,,,14,,,"Perubahan nama Kec. Pelawan Singkut, Perda No. 5/2007"
,15.03.06,6 Mandiangin,,,,,,18,,,
,15.03.07,7 Air Hitam,,,,,,9,,,Perda No.4 / 2004
,15.03.08,8 Bathin VIII,,,,,1,14,,,Perda No.39 / 2004
