K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.07.17.2002,,,,,,2 Balue Kulu,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.07.17.2003,,,,,,3 Lhok Empeh,,"perbaikan nama Meunasah Empeh menjadi Lhok Empeh,surat Bupati
Pidie No 140/2364 tgl 13 April 2021,Surat Sesditjen Bina Pemerintahan
Desa No 145/2430/BPD tgl 24 Mei 2021"
11.07.17.2004,,,,,,4 Cot Sukon,,
11.07.17.2005,,,,,,5 Dayah Tuha,,"perbaikan nama Mns Dayah Tuha menjadi Dayah Tuha,surat Bupati
Pidie No 140/2364 tgl 13 April 2021,Surat Sesditjen Bina Pemerintahan
Desa No 145/2430/BPD tgl 24 Mei 2021"
11.07.17.2006,,,,,,6 Kampong Cot,,
11.07.17.2007,,,,,,7 Paloh Jeureula,,
11.07.17.2008,,,,,,8 Barieh,,
11.07.17.2009,,,,,,9 Kandang,,
11.07.17.2010,,,,,,10 Riweuek,,
11.07.17.2011,,,,,,11 Mancang,,
11.07.17.2012,,,,,,"12 Kampong Pisang
Bucue",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.17.2013,,,,,,13 Bucue,,
11.07.17.2014,,,,,,14 Lhok Panah,,
11.07.17.2015,,,,,,15 Murong Cot,,
11.07.17.2016,,,,,,16 Cumbok Lie,,
11.07.17.2017,,,,,,17 Lam Ujong,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.07.17.2018,,,,,,18 Murong Lhok,,
11.07.17.2019,,,,,,19 Blang Cot,,"perbaikan nama dari Blang Cut menjadi Blang Cot,surat Bupati Pidie No
140/2364 tgl 13 April 2021,Surat Sesditjen Bina Pemerintahan Desa No
145/2430/BPD tgl 24 Mei 2021"
11.07.17.2020,,,,,,20 Cot Cantek,,
11.07.17.2021,,,,,,21 Blang Kumot Baroh,,
11.07.17.2022,,,,,,22 Blang Kumot Tunong,,"perbaikan nama dari B. Kumot Tunong menjadi Blang Kumot
Tunong,surat Bupati Pidie No 140/2364 tgl 13 April 2021,Surat
Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
11.07.17.2023,,,,,,23 Cumbok Niwa,,
11.07.17.2024,,,,,,24 Leupeuem Mesjid,,
11.07.17.2025,,,,,,25 Pulo Jeumpa,,
11.07.17.2026,,,,,,26 Beutong Pocut,,
11.07.17.2027,,,,,,27 Beutong Perlak,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.17.2028,,,,,,28 Kampong Jeumpa,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.17.2029,,,,,,29 Pante Krueng,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.17.2030,,,,,,30 Jurong Pante,,
