Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.06.40014,Pulau Baloba,,"03°20'57.00"" S 122°23'39.99"" T",BP
72.06.40015,Pulau Bangkau,,"03°15'22.29"" S 122°22'41.62"" T",TBP
72.06.40016,Pulau Bapa,,"03°01'14.00"" S 122°19'37.99"" T",BP
72.06.40018,Pulau Barubba,,"03°15'39.88"" S 122°22'53.60"" T",
72.06.40023,Pulau Batumanuk,,"02°55'26.50"" S 122°19'18.99"" T",
72.06.40026,Pulau Baya,,"03°08'21.59"" S 122°26'23.31"" T",BP
72.06.40027,Pulau Baya Laut,,"03°08'04.47"" S 122°25'53.60"" T",
72.06.40028,Pulau Belle,,"03°08'16.00"" S 122°37'09.99"" T",TBP
72.06.40030,Pulau Bobagai,,"03°06'43.28"" S 122°35'00.50"" T",TBP
72.06.40031,Pulau Boe,,"03°18'18.00"" S 122°23'28.00"" T",TBP
72.06.40032,Pulau Bokoh,,"03°16'20.91"" S 122°25'18.52"" T",
72.06.40034,Pulau Bonte,,"03°04'19.10"" S 122°31'58.70"" T",TBP
72.06.40035,Pulau Bonte Kecil,,"03°04'18.89"" S 122°31'59.13"" T",
72.06.40036,Pulau Bonte Panjang,,"03°04'20.35"" S 122°31'54.53"" T",
72.06.40037,Pulau Bonte Tengah,,"03°04'19.67"" S 122°31'56.63"" T",
72.06.40038,Pulau Buagala,,"03°03'15.00"" S 122°30'59.00"" T",BP
72.06.40039,Pulau Buaya,,"03°03'18.56"" S 122°29'11.40"" T",TBP
72.06.40040,Pulau Bubulang,,"03°08'06.67"" S 122°36'41.33"" T",TBP
72.06.40041,Pulau Buegala,,"03°05'25.91"" S 122°31'16.32"" T",
72.06.40042,Pulau Bukkang,,"03°09'00.22"" S 122°28'14.90"" T",
72.06.40043,Pulau Bungintende,,"03°08'43.00"" S 122°35'31.99"" T",BP
72.06.40046,Pulau Burikan,,"03°15'29.70"" S 122°24'52.20"" T",
72.06.40047,Pulau Burung,,"02°52'49.76"" S 122°13'03.64"" T",
72.06.40048,Pulau Co,,"03°06'43.33"" S 122°35'06.49"" T",TBP
72.06.40050,Pulau Dandun,,"03°16'20.40"" S 122°23'49.99"" T",
72.06.40051,Pulau Dandurai,,"03°16'21.73"" S 122°23'48.43"" T",
72.06.40052,Pulau Dilama,,"03°06'47.00"" S 122°37'17.00"" T",TBP
72.06.40053,Pulau Dongkala,,"03°20'43.00"" S 122°23'49.99"" T",TBP
72.06.40055,Pulau Dua Darat,,"03°16'16.40"" S 122°30'44.91"" T",BP
72.06.40057,Pulau Dua Laut,,"03°17'17.00"" S 122°32'52.00"" T",TBP
72.06.40059,Pulau Gama,,"03°15'22.96"" S 122°22'30.79"" T",
72.06.40062,Pulau Harapan,,"03°17'55.00"" S 122°23'01.00"" T",TBP
72.06.40064,Pulau Hongi,,"03°19'27.22"" S 122°24'25.26"" T",
72.06.40065,Pulau Jarengkeng,,"03°14'07.00"" S 122°20'26.99"" T",TBP
72.06.40066,Pulau Jawijawi,,"03°03'27.00"" S 122°24'00.00"" T",TBP
72.06.40067,Pulau Jen,,"03°14'25.29"" S 122°26'01.14"" T",TBP
72.06.40068,Pulau Kaleroang,,"03°03'22.00"" S 122°23'07.00"" T",BP
72.06.40069,Pulau Kallo,,"03°18'36.23"" S 122°24'14.92"" T",TBP
72.06.40070,Pulau Kallo Timur,,"03°07'03.92"" S 122°35'27.35"" T",
72.06.40071,Pulau Kandapute,,"02°53'10.73"" S 122°12'49.93"" T",
