K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Batuatas Liwu,,
,,,,,,Batuatas Barat,,
,,,,,,Wacuala,,
,,,,,,Batu Atas Timur,,
,,,,,,Tolando Jaya,,
,,,,,,Taduasa,,
,,,,,,Wambongi,,
74.04.22,,,,2Kapontori,2,15,,
74.04.22.2001,,,,,,1 Barangka,,
74.04.22.2002,,,,,,2 Wakalambe,,
74.04.22.2003,,,,,,3 Boneatiro,,
74.04.22.2004,,,,,,4 Lambusango,,
74.04.22.1005,,,,,1Watumotobe,,,
74.04.22.1006,,,,,2Wakangka,,,
74.04.22.2007,,,,,,5 Todanga,,
74.04.22.2008,,,,,,6 Tuangila,,
74.04.22.2009,,,,,,7 Waondo Wolio,,
74.04.22.2010,,,,,,8 Bukit Asri,,
74.04.22.2011,,,,,,9 Kamelanta,,Perda No. 11/2005
74.04.22.2012,,,,,,10 Lambusango Timur,,Perda No. 12/2005
74.04.22.2013,,,,,,11 Wakuli,,Perda No. 10/2006
74.04.22.2014,,,,,,12 Mabulugo,,"Perda No. 11/2006, Perbaikan nama sesuai Surat Pemprov Sultra No.
136/1142 tgl 8 Maret 2016"
74.04.22.2015,,,,,,13 Wambulu,,Perda No. 12/2006
74.04.22.2016,,,,,,14 Tumada,,Perda No. 13/2006
74.04.22.2017,,,,,,15 Boneatiro Barat,,"Pemekaran sebagian Desa Boneatiro, Perda No. 33/2011"
74.04.23,,,,3Lasalimu,1,14,,
74.04.23.2001,,,,,,1 Kakenauwe,,
74.04.23.2002,,,,,,2 Waoleona,,
74.04.23.2003,,,,,,3 Lawele,,
74.04.23.2004,,,,,,4 Suandala,,
74.04.23.1005,,,,,1Kamaru,,,
74.04.23.2006,,,,,,5 Lasembangi,,
74.04.23.2007,,,,,,6 Bonelalo,,
74.04.23.2008,,,,,,7 Wasuamba,,
74.04.23.2009,,,,,,8 Wagari,,Perda No. 8/2005
74.04.23.2010,,,,,,9 Sribatara,,Perda No. 9/2005
74.04.23.2011,,,,,,10 Togomangura,,Perda No. 10/2005
74.04.23.2012,,,,,,11 Wasambaa,,"Pemekaran sebagian Desa Wasuamba, Perda No. 20/2011"
74.04.23.2013,,,,,,12 Benteng,,"Pemekaran sebagian Desa Lawele, Perda No. 21/2011"
,,,,,,,,
