Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.05.40065,Pulau Jemaja,,"02°56'40.99"" U 105°45'33.99"" T",BP
21.05.40066,Pulau Jemaja Kecil,,"02°53'03.57"" U 105°46'44.22"" T",TBP
21.05.40067,Pulau Kado,,"03°11'39.86"" U 106°26'46.07"" T",TBP
21.05.40068,Pulau Kanan,,"03°14'44.99"" U 106°18'23.00"" T",TBP
21.05.40069,Pulau Katukan,,"02°55'07.00"" U 105°40'23.99"" T",TBP
21.05.40070,Pulau Kecik,,"03°18'24.99"" U 106°11'49.99"" T",TBP
21.05.40071,Pulau Kelong,,"03°22'09.00"" U 106°19'27.99"" T",TBP
21.05.40072,Pulau Kembung,,"03°01'54.99"" U 105°44'53.99"" T",TBP
21.05.40073,Pulau Keramut,,"03°06'24.99"" U 105°39'15.00"" T",BP
21.05.40074,Pulau Kiabu,,"02°46'16.00"" U 106°13'54.00"" T",BP
21.05.40075,Pulau Kosong,,"02°43'08.00"" U 106°16'13.74"" T",TBP
21.05.40076,Pulau Kucing,,"03°23'13.99"" U 106°14'48.99"" T",TBP
21.05.40077,Pulau Kudak,,"03°12'42.00"" U 106°27'19.00"" T",TBP
21.05.40078,Pulau Kukupluyong,,"03°13'29.75"" U 106°28'32.68"" T",TBP
21.05.40079,Pulau Kumbar,,"02°58'40.00"" U 105°41'58.99"" T",TBP
21.05.40080,Pulau Kusiklaut,,"03°03'40.19"" U 105°41'23.76"" T",TBP
21.05.40081,Pulau Lang,,"02°30'34.99"" U 106°02'38.00"" T",TBP
21.05.40082,Pulau Langor,,"03°22'20.30"" U 106°13'57.85"" T",TBP
21.05.40083,Pulau Lanting Laut Mangkudu,,"02°54'01.25"" U 106°09'50.81"" T",TBP
21.05.40084,Pulau Lanting Tengah Mangkudu,,"02°54'12.89"" U 106°09'43.76"" T",TBP
21.05.40085,Pulau Lantingdeko,,"02°59'37.00"" U 106°07'13.00"" T",TBP
21.05.40086,Pulau Lantinggenting,,"02°50'48.76"" U 106°06'57.98"" T",TBP
21.05.40087,Pulau Lidi,,"03°16'41.99"" U 106°18'15.99"" T",TBP
21.05.40088,Pulau Lidi,,"02°30'33.00"" U 106°02'25.00"" T",BP
21.05.40089,Pulau Lima,,"03°05'51.00"" U 105°57'24.00"" T",TBP
21.05.40090,Pulau Lingai,,"03°07'36.99"" U 106°07'08.00"" T",TBP
21.05.40091,Pulau Lintang,,"02°43'09.00"" U 106°15'36.00"" T",TBP
21.05.40092,Pulau Lubangtamban,,"02°57'46.00"" U 106°09'50.00"" T",TBP
21.05.40093,Pulau Luyong,,"03°10'37.99"" U 106°22'00.99"" T",TBP
21.05.40094,Pulau Luyong Kecil,,"03°09'39.27"" U 106°22'00.63"" T",TBP
21.05.40095,Pulau Mala,,"02°37'58.00"" U 106°18'10.00"" T",TBP
21.05.40096,Pulau Mandarian Darat,,"03°18'00.00"" U 106°24'06.99"" T",TBP
21.05.40097,Pulau Mandarian Laut,,"03°17'04.99"" U 106°24'51.00"" T",TBP
21.05.40098,Pulau Mangkai,,"03°05'12.00"" U 105°35'49.00"" T",BP (PPKT)
21.05.40099,Pulau Mangkai Kecil,,"03°04'33.11"" U 105°36'37.60"" T",TBP
21.05.40100,Pulau Mangkianpandak,,"03°12'06.00"" U 106°20'59.00"" T",TBP
21.05.40101,Pulau Mangkudu,,"02°54'27.00"" U 106°09'36.00"" T",TBP
21.05.40102,Pulau Mantan,,"03°17'51.00"" U 106°11'50.00"" T",TBP
21.05.40103,Pulau Mantang Besar,,"03°17'53.25"" U 106°19'37.85"" T",BP
21.05.40104,Pulau Mantang Kecil,,"03°17'34.00"" U 106°19'52.00"" T",TBP
