Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
53.07.40014,Pulau Pemana Kecil,,"08°21'01.00"" S 122°20'19.00"" T",TBP
53.07.40015,Pulau Sukun,,"08°06'56.99"" S 122°06'59.00"" T",BP
53.07.40016,Pulau Watomite,,"08°47'24.35"" S 122°02'02.43"" T",TBP
53.07.40017,Pulau Watomoda,,"08°48'00.84"" S 122°01'09.73"" T",TBP
53.07.40018,Pulau Wawolowe,,"08°47'43.09"" S 122°01'27.17"" T",TBP
53.07.40019,Pulau Sabelo'O,,"08°27'38.99"" S 122°01'14.00"" T",TBP
53.08,KAB. ENDE,6,,
53.08.40001,Nusa Riasa,,"08°26'32.49"" S 121°57'30.58"" T",TBP
53.08.40002,Pulau Ende,,"08°53'20.00"" S 121°31'18.99"" T",BP
53.08.40003,Pulau Gomo,,"08°35'30.82"" S 121°31'36.20"" T",TBP
53.08.40004,Pulau Korokaili,,"08°50'58.22"" S 121°40'44.50"" T",TBP
53.08.40005,Pulau Songo,,"08°51'56.56"" S 121°32'08.25"" T",TBP
53.08.40006,Pulau Koa,,"08°34'00.00"" S 121°30'06.00"" T",TBP
53.09,KAB. NGADA,28,,
53.09.40001,Nusa Bakau,,"08°22'53.74"" S 121°03'29.00"" T",
53.09.40002,Nusa Latungsa,,"08°23'00.00"" S 120°59'39.04"" T",TBP
53.09.40003,Pulau Babi,,"08°23'31.78"" S 121°00'41.61"" T",TBP
53.09.40004,Pulau Babi,,"08°25'14.94"" S 121°08'01.93"" T",
53.09.40005,Pulau Bakau,,"08°23'59.44"" S 121°01'03.21"" T",TBP
53.09.40006,Pulau Batu,,"08°24'23.17"" S 121°01'27.63"" T",TBP
53.09.40007,Pulau Dua,,"08°21'47.52"" S 121°00'56.86"" T",TBP
53.09.40008,Pulau Dua Kecil,,"08°21'53.38"" S 121°01'03.43"" T",
53.09.40009,Pulau Halima,,"08°24'15.72"" S 121°01'34.21"" T",TBP
53.09.40010,Pulau Kolong,,"08°22'53.40"" S 121°01'32.56"" T",
53.09.40011,Pulau Mborong,,"08°24'01.00"" S 121°01'36.00"" T",TBP
53.09.40012,Pulau Meja,,"08°23'24.00"" S 121°04'14.99"" T",TBP
53.09.40013,Pulau Meja,,"08°23'12.99"" S 121°03'42.77"" T",
53.09.40014,Pulau Nelo Loe,,"08°23'53.25"" S 121°01'31.14"" T",TBP
53.09.40015,Pulau Nelo Mese,,"08°24'05.00"" S 121°01'23.00"" T",TBP
53.09.40016,Pulau Ontoloe,,"08°22'54.00"" S 121°00'18.00"" T",BP
53.09.40017,Pulau Ontoloesua,,"08°21'48.52"" S 121°00'14.01"" T",TBP
53.09.40018,Pulau Pampa,,"08°23'33.00"" S 121°04'45.00"" T",TBP
53.09.40019,Pulau Pata,,"08°24'27.53"" S 121°01'52.17"" T",TBP
53.09.40020,Pulau Rutong,,"08°23'22.02"" S 121°03'37.35"" T",TBP
53.09.40021,Pulau Sui,,"08°24'26.83"" S 121°03'24.53"" T",TBP
53.09.40022,Pulau Susumolas,,"08°22'04.79"" S 120°58'01.03"" T",TBP
53.09.40023,Pulau Taor,,"08°23'25.50"" S 121°05'53.94"" T",TBP
53.09.40024,Pulau Tembaga,,"08°24'10.00"" S 121°05'17.99"" T",TBP
53.09.40025,Pulau Tiga,,"08°24'38.00"" S 121°05'29.00"" T",TBP
53.09.40026,Pulau Watuwangka,,"08°22'06.79"" S 120°58'05.18"" T",TBP
