K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.07.03.1016,,,,,2Onemay,,,
74.07.03.2017,,,,,,6 Teemoane,,Perda No. 30/2007
74.07.03.2018,,,,,,7 Kollo Soha,,Perda No. 31/2007
74.07.03.2019,,,,,,8 Patua II,,Perda No. 32/2007
74.07.04,,,,4Binongko,4,5,,
,,,,,,Waloindi,,"Menjadi wil. Kec. Togo Binongko, Perda No. 41/2007"
,,,,,,Oihu,,"Menjadi wil. Kec. Togo Binongko, Perda No. 41/2007"
,,,,,Sowa,,,"Menjadi Kel. Perda No. 38/2007, menjadi wil. Kec. Togo Binongko,
Perda No. 41/2007"
,,,,,,Popalia,,"Menjadi wil. Kec. Togo Binongko, Perda No. 41/2007"
74.07.04.1005,,,,,1Taipabu,,,Menjadi Kel. Perda No. 40/2007
74.07.04.2006,,,,,,1 Makoro,,
74.07.04.1007,,,,,2Palahidu,,,
74.07.04.2008,,,,,,2 Kampo Kampo,,
74.07.04.2009,,,,,,3 Lagongga,,
74.07.04.1010,,,,,3Wali,,,Menjadi Kel. Perda No. 39/2007
74.07.04.2011,,,,,,4 Palahidu Barat,,Perda No. 34/2007
74.07.04.1012,,,,,4Rukuwa,,,Perda No. 35/2007
74.07.04.2013,,,,,,5 Jaya Makmur,,Perda No. 36/2007
74.07.05,,,,5Wangi Wangi Selatan,3,18,,
,,,,,Palahidu,,,
,,,,,,Waloindi,,
,,,,,,Wali,,
,,,,,,Popalia,,
,,,,,,Taipabu,,
,,,,,,Makoro,,
,,,,,,Sowa,,
,,,,,,Kampo Kampo,,
,,,,,,Lagongga,,
,,,,,,Oihu,,
74.07.05.2011,,,,,,1 Kapota,,Semula wil. Kec. Wangi-wangi
74.07.05.2012,,,,,,2 Komala,,Semula wil. Kec. Wangi-wangi
74.07.05.2013,,,,,,3 Wungka,,Semula wil. Kec. Wangi-wangi
74.07.05.2014,,,,,,4 Matahora,,Semula wil. Kec. Wangi-wangi
74.07.05.2015,,,,,,5 Kabita,,Semula wil. Kec. Wangi-wangi
74.07.05.1016,,,,,1Mandati II,,,Semula wil. Kec. Wangi-wangi
74.07.05.1017,,,,,2Mandati I,,,Semula wil. Kec. Wangi-wangi
74.07.05.2018,,,,,,6 Mola Utara,,Semula wil. Kec. Wangi-wangi
74.07.05.2019,,,,,,7 Mola Selatan,,Semula wil. Kec. Wangi-wangi
74.07.05.2020,,,,,,8 Numana,,Semula wil. Kec. Wangi-wangi
,,,,,,,,
