NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,33.06.11,11 Pituruh,,,,,,49,,,
,33.06.12,12 Kemiri,,,,,,40,,,
,33.06.13,13 Bruno,,,,,,18,,,
,33.06.14,14 Gebang,,,,,1,24,,,
,33.06.15,15 Loano,,,,,,21,,,
,33.06.16,16 Bener,,,,,,28,,,
,33.07,7 KAB. WONOSOBO,Wonosobo,,,15,29,236,1.012,915.634,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.07.01,1 Wadaslintang,,,,,1,16,,,
,33.07.02,2 Kepil,,,,,1,20,,,
,33.07.03,3 Sapuran,,,,,1,16,,,
,33.07.04,4 Kaliwiro,,,,,1,20,,,
,33.07.05,5 Leksono,,,,,1,13,,,
,33.07.06,6 Selomerto,,,,,2,22,,,
,33.07.07,7 Kalikajar,,,,,1,18,,,
,33.07.08,8 Kertek,,,,,2,19,,,
,33.07.09,9 Wonosobo,,,,,13,7,,,
,33.07.10,10 Watumalang,,,,,1,15,,,
,33.07.11,11 Mojotengah,,,,,3,16,,,
,33.07.12,12 Garung,,,,,1,14,,,
,33.07.13,13 Kejajar,,,,,1,15,,,
,33.07.14,14 Sukoharjo,,,,,,17,,,
,33.07.15,15 Kalibawang,,,,,,8,,,
,33.08,8 KAB. MAGELANG,Mungkid,,,21,5,367,1.130,1.312.175,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.08.01,1 Salaman,,,,,,20,,,
,33.08.02,2 Borobudur,,,,,,20,,,
,33.08.03,3 Ngluwar,,,,,,8,,,
,33.08.04,4 Salam,,,,,,12,,,
,33.08.05,5 Srumbung,,,,,,17,,,
,33.08.06,6 Dukun,,,,,,15,,,
,33.08.07,7 Sawangan,,,,,,15,,,
,33.08.08,8 Muntilan,,,,,1,13,,,
,33.08.09,9 Mungkid,,,,,2,14,,,
,33.08.10,10 Mertoyudan,,,,,1,12,,,
