K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72.03.21.2001,,,,,,1 Palintuma,,Semula wil. Kec. Marawola
72.03.21.2002,,,,,,2 Gimpubia,,Semula wil. Kec. Marawola
72.03.21.2003,,,,,,3 Dangara'a,,Semula wil. Kec. Marawola
72.03.21.2004,,,,,,4 Bambakanini,,Semula wil. Kec. Marawola
72.03.21.2005,,,,,,5 Bambakaenu,,Semula wil. Kec. Marawola
72.03.21.2006,,,,,,6 Tomodo,,Semula wil. Kec. Marawola
72.03.21.2007,,,,,,7 Kanagalongga,,Pemakaran desa Tamodo Perda No. 16/2011
72.03.21.2008,,,,,,8 Karavia,,Pemakaran desa Palintuna Perda No. 16/2011
72.03.21.2009,,,,,,9 Tavanggeli,,Pemekaran desa Tamodo Perda No. 16/2011
,,,,Kinovaro,,,,"Perda No. 1/2007, Menjadi wil. Kab. Sigi, UU No. 27/2008"
,,,,,,Porame,,Semula wil. Kec. Marawola
,,,,,,Balane,,Semula wil. Kec. Marawola
,,,,,,Uwemanje,,Semula wil. Kec. Marawola
,,,,,,Rondingo,,Semula wil. Kec. Marawola
,,,,,,Bolobia,,Semula wil. Kec. Marawola
,,,,,,Doda,,Semula wil. Kec. Marawola
,,,,,,Kalora,,Semula wil. Kec. Marawola
,,,,,,Kanuna,,Semula wil. Kec. Marawola
,,,,,,Daenggune,,Semula wil. Kec. Marawola
,,,,Marawola Barat,,,,"Menjadi wil. Kab. Sigi, UU No. 27/2008"
,,,,,,Wayu,,Semula wil. Kec. Marawola
,,,,,,Taipanggabe,,Semula wil. Kec. Marawola
,,,,,,Matantimali,,Semula wil. Kec. Marawola
,,,,,,Lewara,,Semula wil. Kec. Marawola
,,,,,,Dombu,,Semula wil. Kec. Marawola
,,,,,,Soi,,Semula wil. Kec. Marawola
,,,,,,Wugaga,,Semula wil. Kec. Marawola
,,,,,,Panasibaja,,Semula wil. Kec. Marawola
,,,,,,Ongulero,,Semula wil. Kec. Marawola
,,,,,,Lumbu Lama,,"Semula wil. Kec. Marawola, Menjadi wil. Kec. Banawa Selatan, Perda
No. 1/2008 & 2/2008"
,,,,,,Ongulara,,"Semula wil. Kec. Marawola, Menjadi wil. Kec. Banawa Selatan, Perda
No. 1/2008 & 2/2008"
,,,,,,Malino,,"Semula wil. Kec. Marawola, Menjadi wil. Kec. Banawa Selatan, Perda
No. 1/2008 & 2/2008"
,,,,,,Waipore,,Semula wil. Kec. Marawola
72.03.24,,,,12Sindue Tombusabora,-,6,,Perda No. 4/2007
72.03.24.2001,,,,,,1 Tibo,,Semula wil. Kec. Sindue
72.03.24.2002,,,,,,2 Kaliburu,,Semula wil. Kec. Sindue
72.03.24.2003,,,,,,3 Batusuya,,Semula wil. Kec. Sindue
72.03.24.2004,,,,,,4 Saloya,,Semula wil. Kec. Sindue
,,,,,,,,
