K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72,SULAWESI TENGAH,,,,,,,
72.07,KAB. BANGGAI KEPULAUAN,,,12,3,141,"2.385,073","Luas Wilayah Definitif, PAWAP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,,,,Labobo,,,,Menjadi wil Kab. Kep. Banggai Laut UU No. 5/2013
,,,,,,Sasabobok,,"Menjadi wil. Kec. Bangkurung, Perda No. 4/2006"
,,,,,,Tabulang,,"Menjadi wil. Kec. Bangkurung, Perda No. 4/2006"
,,,,,,Mbeleang,,"Menjadi wil. Kec. Bangkurung, Perda No. 4/2006"
,,,,,,Kalupapi,,"Menjadi wil. Kec. Bangkurung, Perda No. 4/2006"
,,,,,,Bone-Bone,,"Menjadi wil. Kec. Bangkurung, Perda No. 4/2006"
,,,,,,Lantibung,,"Menjadi wil. Kec. Bangkurung, Perda No. 4/2006"
,,,,,,Lalong,,
,,,,,,Kanari,,"Menjadi wil. Kec. Bangkurung, Perda No. 4/2006"
,,,,,,Taduno,,"Menjadi wil. Kec. Bangkurung, Perda No. 4/2006"
,,,,,,Lipulalongo,,
,,,,,,Paisulamo,,
,,,,,,Alasan,,
,,,,,,Mansalean,,
,,,,,,Togong Sagu,,"Menjadi wil. Kec. Bangkurung, Perda No. 4/2006"
,,,,,,Toropot,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Kokudang,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Kaukes,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Bungin,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Panapat,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Ndindibung,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Nggasuang,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Mbuang-Mbuang,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Timpaus,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Kasuari,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Sonit,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Paliu Bebe,,Menjadi wil. Kec. Bokan Kepulauan
,,,,,,Bontosi,,
,,,,,,Lipu Talas,,
,,,,,,Padingkian,,
,,,,Banggai,,,,Menjadi wil. Kab. Kep. Banggai Laut UU. No. 5/2013
,,,,,,Matanga,,"Menjadi wil. Kec. Banggai Selatan, Perda No. 5/2007"
,,,,,,Tolokibit,,"Menjadi wil. Kec. Banggai Selatan, Perda No. 5/2007"
,,,,,,Monsongan,,"Menjadi wil. Kec. Banggai Tengah, Perda No. 5/2007"
,,,,,,Gong-Gong,,"Menjadi wil. Kec. Banggai Tengah, Perda No. 5/2007"
,,,,,,,,
