K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32,JAWA BARAT,,,,,,,
32.71,KOTA BOGOR,,,6,68,0,"111,366","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
32.71.01,,,,1Bogor Selatan,16,-,,
32.71.01.1001,,,,,1Batu Tulis,,,
32.71.01.1002,,,,,2Bondongan,,,
32.71.01.1003,,,,,3Empang,,,
32.71.01.1004,,,,,4Lawanggintung,,,
32.71.01.1005,,,,,5Pamoyanan,,,
32.71.01.1006,,,,,6Rangga Mekar,,,"koreksi perbaikan nama perda 9/2001 (srt sekda jabar no
130/2972/pemsm tgl 2 juli 2020 ttg usulan perub kode data wil adm
pem di jabar)"
32.71.01.1007,,,,,7Mulya Harja,,,"koreksi perbaikan nama perda 9/2001 (srt sekda jabar no
130/2972/pemsm tgl 2 juli 2020 ttg usulan perub kode data wil adm
pem di jabar)"
32.71.01.1008,,,,,8Cikaret,,,
32.71.01.1009,,,,,9Bojong Kerta,,,"koreksi perbaikan nama perda 9/2001 (srt sekda jabar no
130/2972/pemsm tgl 2 juli 2020 ttg usulan perub kode data wil adm
pem di jabar)"
32.71.01.1010,,,,,10Rancamaya,,,
32.71.01.1011,,,,,11Kertamaya,,,
32.71.01.1012,,,,,12Harjasari,,,
32.71.01.1013,,,,,13Muara Sari,,,"koreksi perbaikan nama perda 9/2001 (srt sekda jabar no
130/2972/pemsm tgl 2 juli 2020 ttg usulan perub kode data wil adm
pem di jabar)"
32.71.01.1014,,,,,14Genteng,,,
32.71.01.1015,,,,,15Pakuan,,,
32.71.01.1016,,,,,16Cipaku,,,
32.71.02,,,,2Bogor Timur,6,-,,
32.71.02.1001,,,,,1Sukasari,,,
32.71.02.1002,,,,,2Baranangsiang,,,
32.71.02.1003,,,,,3Katulampa,,,
32.71.02.1004,,,,,4Sindangsari,,,
32.71.02.1005,,,,,5Sindangrasa,,,
32.71.02.1006,,,,,6Tajur,,,
32.71.03,,,,3Bogor Tengah,11,-,,
32.71.03.1001,,,,,1Gudang,,,
32.71.03.1002,,,,,2Paledang,,,
32.71.03.1003,,,,,3Pabaton,,,
32.71.03.1004,,,,,4Cibogor,,,
,,,,,,,,
