K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.12.15.2012,,,,,,11 Sugihan,,
33.12.15.2013,,,,,,12 Duren,,
33.12.15.1014,,,,,2Jatiroto,,,
33.12.15.2015,,,,,,13 Jatirejo,,
33.12.16,,,,16Kismantoro,2,8,,
33.12.16.2001,,,,,,1 Pucung,,
33.12.16.2002,,,,,,2 Plosorejo,,
33.12.16.2003,,,,,,3 Bugelan,,
33.12.16.2004,,,,,,4 Ngroto,,
33.12.16.1005,,,,,1Kismantoro,,,
33.12.16.2006,,,,,,5 Miri,,
33.12.16.2007,,,,,,6 Lemahbang,,
33.12.16.1008,,,,,2Gesing,,,
33.12.16.2009,,,,,,7 Gambiranom,,
33.12.16.2010,,,,,,8 Gedawung,,
33.12.17,,,,17Purwantoro,2,13,,
33.12.17.2001,,,,,,1 Biting,,
33.12.17.1002,,,,,1Tegalrejo,,,
33.12.17.2003,,,,,,2 Bangsri,,
33.12.17.2004,,,,,,3 Sumber,,
33.12.17.2005,,,,,,4 Joho,,
33.12.17.2006,,,,,,5 Miricinde,,
33.12.17.1007,,,,,2Purwantoro,,,
33.12.17.2008,,,,,,6 Gondang,,
33.12.17.2009,,,,,,7 Kepyar,,
33.12.17.2010,,,,,,8 Bakalan,,
33.12.17.2011,,,,,,9 Ploso,,
33.12.17.2012,,,,,,10 Kenteng,,
33.12.17.2013,,,,,,11 Sendang,,
33.12.17.2014,,,,,,12 Talesan,,
33.12.17.2015,,,,,,13 Sukomangu,,
33.12.18,,,,18Bulukerto,1,9,,
33.12.18.2001,,,,,,1 Domas,,
33.12.18.2002,,,,,,2 Nadi,,
33.12.18.2003,,,,,,3 Ngaglik,,
33.12.18.2004,,,,,,4 Bulurejo,,
33.12.18.1005,,,,,1Bulukerto,,,
33.12.18.2006,,,,,,5 Krandegan,,"Koreksi nama Desa. Semula Desa Kradegan mjd Desa Krandegan.
Surat Sekda Wonogiri No 120/3758 tgl 20 Mei 2015"
33.12.18.2007,,,,,,6 Tanjung,,
,,,,,,,,
