K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
62,KALIMANTAN TENGAH,,,,,,,
62.01,KAB. KOTAWARINGIN BARAT,,,6,13,81,"9.480,344","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
62.01.01,,,,1Kumai,3,15,,
62.01.01.2001,,,,,,1 Sungai Cabang,,
62.01.01.2002,,,,,,2 Teluk Pulai,,
62.01.01.2003,,,,,,3 Sabuai,,"Perbaikan nama sesuai Surat Pemprov Kalteng
411.1/369/Dis-PMD/IV/2017 hal Revisi Nama-Nama Desa dan
Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
62.01.01.2004,,,,,,4 Keraya,,
62.01.01.2005,,,,,,5 Teluk Bogam,,
62.01.01.2006,,,,,,6 Sungai Bakau,,
62.01.01.2007,,,,,,7 Kubu,,
62.01.01.2008,,,,,,8 Sungai Kapitan,,
62.01.01.2009,,,,,,9 Batu Belaman,,
62.01.01.2010,,,,,,10 Sungai Tendang,,
62.01.01.1011,,,,,1Candi,,,
62.01.01.1012,,,,,2Kumai Hulu,,,
62.01.01.1013,,,,,3Kumai Hilir,,,
62.01.01.2014,,,,,,11 Sungai Sekonyer,,
62.01.01.2015,,,,,,12 Sungai Bedaun,,"Perbaikan nama sesuai hasil Rakernis Ditjen Bina Pemdes tentang
Klarifikasi Data Nama dan Kodefikasi Desa tgl 1 April 2016"
,,,,,,Pangkalan Banteng,,"Menjadi wil. Kec. Pangkalan Banteng, Perda 10/2003"
62.01.01.2017,,,,,,13 Bumi Harjo,,
,,,,,,Mulya Jadi,,"Menjadi wil. Kec. Pangkalan Banteng, Perda 10/2003"
,,,,,,Pangkalan Tiga,,"Menjadi wil. Kec. Pangkalan Lada, Perda 10/2003"
,,,,,,Pandu Sanjaya,,"Menjadi wil. Kec. Pangkalan Lada, Perda 10/2003"
,,,,,,Karang Mulya,,"Menjadi wil. Kec. Pangkalan Banteng, Perda 10/2003"
,,,,,,Lada Mandala Jaya,,"Menjadi wil. Kec. Pangkalan Lada, Perda 10/2003"
,,,,,,Makarti Jaya,,"Menjadi wil. Kec. Pangkalan Lada, Perda 10/2003"
,,,,,,Sumber Agung,,"Menjadi wil. Kec. Pangkalan Lada, Perda 10/2003"
,,,,,,Purbasari,,"Menjadi wil. Kec. Pangkalan Lada, Perda 10/2003"
,,,,,,Sungai Rangit Jaya,,"Menjadi wil. Kec. Pangkalan Lada, Perda 10/2003"
,,,,,,Kebun Agung,,"Menjadi wil. Kec. Pangkalan Banteng, Perda 10/2003"
,,,,,,Sido Mulyo,,"Menjadi wil. Kec. Pangkalan Banteng, Perda 10/2003"
,,,,,,Marga Mulya,,"Menjadi wil. Kec. Pangkalan Banteng, Perda 10/2003"
,,,,,,Amin Jaya,,"Menjadi wil. Kec. Pangkalan Banteng, Perda 10/2003"
,,,,,,Arga Mulya,,"Menjadi wil. Kec. Pangkalan Banteng, Perda 10/2003"
62.01.01.2032,,,,,,14 Pangkalan Satu,,
,,,,,,,,
