Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
13.12.40024,Pulau Taluo,,"00°07'30.95"" U 099°21'39.60"" T",TBP
13.12.40025,Pulau Tamiang,,"00°11'10.22"" U 099°17'52.95"" T",TBP
13.12.40026,Pulau Unggeh,,"00°13'27.63"" U 099°18'03.73"" T",TBP
13.71,KOTA PADANG,21,,
13.71.40001,Pulau Aie,,"00°52'28.87"" S 100°12'18.26"" T",TBP
13.71.40002,Pulau Bindalang,,"00°59'00.12"" S 100°12'29.16"" T",TBP
13.71.40003,Pulau Buyuang Atu,,"00°48'29.90"" S 100°17'33.10"" T",
13.71.40004,Pulau Kasiakbungus,,"01°02'31.21"" S 100°23'49.33"" T",TBP
13.71.40005,Pulau Kasiakgadang,,"01°01'09.07"" S 100°21'45.02"" T",TBP
13.71.40006,Pulau Kasiaksibonta,,"00°57'16.02"" S 100°14'08.70"" T",TBP
13.71.40007,Pulau Laut Dua,,"01°08'07.03"" S 100°10'18.09"" T",
13.71.40008,Pulau Laut Satu,,"01°08'10.93"" S 100°10'24.97"" T",
13.71.40009,Pulau Pandan,,"00°56'57.68"" S 100°08'22.55"" T",TBP
13.71.40010,Pulau Pasumpahan,,"01°07'06.71"" S 100°22'05.03"" T",BP
13.71.40011,Pulau Pisang Gadang,,"00°59'34.97"" S 100°20'21.76"" T",TBP
13.71.40012,Pulau Pisang Ketek,,"00°59'28.26"" S 100°21'11.97"" T",TBP
13.71.40013,Pulau Sao,,"00°51'31.15"" S 100°18'06.87"" T",TBP
13.71.40014,Pulau Setan,,"01°07'09.85"" S 100°22'52.27"" T",TBP
13.71.40015,Pulau Sibonta,,"00°57'21.76"" S 100°13'48.79"" T",TBP
13.71.40016,Pulau Sikuai,,"01°07'39.49"" S 100°21'09.90"" T",BP
13.71.40017,Pulau Sinyaru,,"01°04'32.50"" S 100°17'49.97"" T",TBP
13.71.40018,Pulau Sirandah,,"01°07'19.92"" S 100°20'27.10"" T",TBP
13.71.40019,Pulau Talena,,"00°59'59.91"" S 100°22'34.23"" T",TBP
13.71.40020,Pulau Toran,,"01°02'15.78"" S 100°10'24.70"" T",TBP
13.71.40021,Pulau Ula,,"01°07'09.81"" S 100°21'21.95"" T",TBP
13.77,KOTA PARIAMAN,4,,
13.77.40001,Pulau Anso,,"00°38'00.91"" S 100°05'56.43"" T",TBP
13.77.40002,Pulau Kasiak,,"00°35'47.06"" S 100°04'29.02"" T",BP
13.77.40003,Pulau Tangah,,"00°38'50.74"" S 100°06'04.68"" T",TBP
13.77.40004,Pulau Ujuang,,"00°39'37.51"" S 100°06'38.31"" T",TBP
Jumlah Pulau Provinsi SUMATERA BARAT,,219,,
