NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,93,PAPUA SELATAN,,4,0,82,13,677,117.849,516.075,
,93.01,1 KAB. MERAUKE,Merauke,,,22,11,179,45.013,233.621,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,93.01.01,1 Merauke,,,,,11,5,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.02,2 Muting,,,,,,12,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.03,3 Okaba,,,,,,9,,,"Semula wil. Prov Papua; UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.04,4 Kimaam,,,,,,13,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.05,5 Semangga,,,,,,10,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.06,6 Tanah Miring,,,,,,14,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.07,7 Jagebob,,,,,,14,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.08,8 Sota,,,,,,5,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.09,9 Ulilin,,,,,,11,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.10,10 Elikobal,,,,,,12,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.11,11 Kurik,,,,,,13,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.12,12 Naukenjerai,,,,,,5,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.13,13 Animha,,,,,,5,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.14,14 Malind,,,,,,7,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.15,15 Tubang,,,,,,6,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.01.16,16 Ngguti,,,,,,6,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan"
