K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.15.16.2011,,,,,,11 Keboansikep,,
35.15.16.2012,,,,,,12 Keboananom,,
35.15.16.2013,,,,,,13 Bangah,,
35.15.16.2014,,,,,,14 Sawotratap,,
35.15.16.2015,,,,,,15 Semambung,,
35.15.17,,,,17Sedati,-,16,,
35.15.17.2001,,,,,,1 Kwangsan,,
35.15.17.2002,,,,,,2 Pepe,,
35.15.17.2003,,,,,,3 Buncitan,,
35.15.17.2004,,,,,,4 Kalanganyar,,
35.15.17.2005,,,,,,5 Tambakcemandi,,
35.15.17.2006,,,,,,6 Gisikcemandi,,"perbaikan nama dari Gisik Cemandi Menjadi Gisikcemandi,surat bup
Sidorjo no 130/2462/438.1.1/2021 tanggal 2 april 2021"
35.15.17.2007,,,,,,7 Cemandi,,
35.15.17.2008,,,,,,8 Pulungan,,
35.15.17.2009,,,,,,9 Betro,,
35.15.17.2010,,,,,,10 Sedatiagung,,
35.15.17.2011,,,,,,11 Sedatigede,,
35.15.17.2012,,,,,,12 Pabean,,
35.15.17.2013,,,,,,13 Semampir,,
35.15.17.2014,,,,,,14 Pranti,,
35.15.17.2015,,,,,,15 Segorotambak,,
35.15.17.2016,,,,,,16 Banjarkemuning,,
35.15.18,,,,18Waru,-,17,,
35.15.18.2001,,,,,,1 Pepelegi,,
35.15.18.2002,,,,,,2 Waru,,
35.15.18.2003,,,,,,3 Kureksari,,
35.15.18.2004,,,,,,4 Ngingas,,
35.15.18.2005,,,,,,5 Tropodo,,
35.15.18.2006,,,,,,6 Tambaksawah,,
35.15.18.2007,,,,,,7 Tambakrejo,,
35.15.18.2008,,,,,,8 Tambakoso,,
35.15.18.2009,,,,,,9 Tambaksumur,,
35.15.18.2010,,,,,,10 Wadungasri,,
35.15.18.2011,,,,,,11 Kepuhkiriman,,
35.15.18.2012,,,,,,12 Berbek,,
35.15.18.2013,,,,,,13 Wedoro,,
35.15.18.2014,,,,,,14 Janti,,
35.15.18.2015,,,,,,15 Kedungrejo,,
35.15.18.2016,,,,,,16 Medaeng,,
,,,,,,,,
