NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XXII,63,KALIMANTAN SELATAN,,11,2,156,144,1872,37.135,4.141.533,
,63.01,1 KAB. TANAH LAUT,Pelaihari,,,11,5,130,3.841,353.190,"Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,63.01.01,1 Takisung,,,,,,12,,,
,63.01.02,2 Jorong,,,,,,11,,,
,63.01.03,3 Pelaihari,,,,,5,15,,,
,63.01.04,4 Kurau,,,,,,11,,,
,63.01.05,5 Bati Bati,,,,,,14,,,
,63.01.06,6 Panyipatan,,,,,,10,,,
,63.01.07,7 Kintap,,,,,,14,,,
,63.01.08,8 Tambang Ulang,,,,,,9,,,
,63.01.09,9 Batu Ampar,,,,,,14,,,
,63.01.10,10 Bajuin,,,,,,9,,,Perda No. 2/2008
,63.01.11,11 Bumi Makmur,,,,,,11,,,Perda No. 3/2008
,63.02,2 KAB. KOTABARU,Kotabaru,,,22,4,198,9.355,326.497,"Luas Wilayah Indikatif, PBW & GP sesuai Surat Kapus PPBW BIG
No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,63.02.01,1 Pulau Sembilan,,,,,,5,,,"Perbaikan nama Kec sesuai Kep.Gub Tk.I No. 7/1066/PEM tgl 17 Mei
1977, Srt Bup No.100/1539/SETDA tgl 28 Sept 2018 dan Srt Gub
No.126/01615/PEM tgl 4 Okt 2018"
,63.02.02,2 Pulau Laut Barat,,,,,,11,,,"Perbaikan nama Kec sesuai Kep.Gub Tk.I No. 7/1066/PEM tgl 17 Mei
1977, Srt Bup No.100/1539/SETDA tgl 28 Sept 2018 dan Srt Gub
No.126/01615/PEM tgl 4 Okt 2018"
,63.02.03,3 Pulau Laut Selatan,,,,,,8,,,"Perbaikan nama Kec sesuai Kep.Gub Tk.I No. 7/1066/PEM tgl 17 Mei
1977, Srt Bup No.100/1539/SETDA tgl 28 Sept 2018 dan Srt Gub
No.126/01615/PEM tgl 4 Okt 2018"
,63.02.04,4 Pulau Laut Timur,,,,,,14,,,"Perbaikan nama Kec sesuai Kep.Gub Tk.I No. 7/1066/PEM tgl 17 Mei
1977, Srt Bup No.100/1539/SETDA tgl 28 Sept 2018 dan Srt Gub
No.126/01615/PEM tgl 4 Okt 2018"
,63.02.05,5 Pulau Sebuku,,,,,,8,,,"Perbaikan nama Kec sesuai Kep.Gub Tk.I No. 7/1066/PEM tgl 17 Mei
1977, Srt Bup No.100/1539/SETDA tgl 28 Sept 2018 dan Srt Gub
No.126/01615/PEM tgl 4 Okt 2018"
,63.02.06,6 Pulaulaut Utara,,,,,1,9,,,"Perbaikan nama Kec sesuai Kep.Gub Tk.I No. 7/1066/PEM tgl 17 Mei
1977, Srt Bup No.100/1539/SETDA tgl 28 Sept 2018 dan Srt Gub
No.126/01615/PEM tgl 4 Okt 2018, Perda 5/2019"
,63.02.07,7 Kelumpang Selatan,,,,,,9,,,
