K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
91,P A P U A,,,,,,,
91.06,KAB. BIAK NUMFOR,,,19,14,254,"2.257,779","Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
91.06.01,,,,1Biak Kota,7,15,,
91.06.01.1001,,,,,1Sorido,,,
91.06.01.1002,,,,,2Waupnor,,,
91.06.01.1003,,,,,3Saramon,,,
91.06.01.1004,,,,,4Burokup,,,
91.06.01.1005,,,,,5Fandoi,,,
91.06.01.1006,,,,,6Mandala,,,
91.06.01.2007,,,,,,1 Mnubabo,,
91.06.01.2008,,,,,,2 Swapodibo,,
91.06.01.2009,,,,,,3 Mokmer,,
91.06.01.2010,,,,,,4 Inggiri,,
91.06.01.2011,,,,,,5 Parai,,
91.06.01.2012,,,,,,6 Samau,,
91.06.01.2013,,,,,,7 Insrom,,
91.06.01.2014,,,,,,8 Anggraidi,,
91.06.01.2015,,,,,,9 Manswam,,
91.06.01.1016,,,,,7Yenures,,,Pembentukan Kelurahan Perda No. 3/2008
91.06.01.2017,,,,,,10 Sanumi,,"Pemekaran desa Mokmer, Perda No. 29/2011"
91.06.01.2018,,,,,,11 Manggandisapi,,"Pemekaran desa Mokmer, Perda No. 29/2011"
91.06.01.2019,,,,,,12 Karyendi,,"Pemekaran desa Mnubabo, Perda No. 29/2011"
91.06.01.2020,,,,,,13 Kababur,,"Pemekaran desa Mnubabo, Perda No. 29/2011"
91.06.01.2021,,,,,,14 Babrinbo,,"Pemekaran desa Sorido, Perda No. 29/2011"
91.06.01.2022,,,,,,15 Inggupi,,"Pemekaran desa Inggiri, Perda No. 29/2011"
91.06.02,,,,2Biak Utara,-,16,,
91.06.02.2001,,,,,,1 Sarwom,,
91.06.02.2002,,,,,,2 Andei,,
,,,,,,Wonabraidi,,Menjadi wil. Kec. Andey Perda No. 4/2007
91.06.02.2004,,,,,,3 Waromi,,
,,,,,,Bosnabraidi,,Menjadi wil. Kec. Yawosi Perda No. 4/2007
91.06.02.2006,,,,,,4 Kobeoser,,
91.06.02.2007,,,,,,5 Mambesak,,
91.06.02.2008,,,,,,6 Saukobye,,
,,,,,,Rumbin,,Menjadi wil. Kec. Andey Perda No. 4/2007
91.06.02.2010,,,,,,7 Yobdi,,
,,,,,,Asur,,Menjadi wil. Kec. Yawosi Perda No. 4/2007
,,,,,,,,
