Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
35.09.40010,Pulau Batuampar,,"08°33'13.86"" S 113°48'18.96"" T",TBP
35.09.40011,Pulau Batuapi,,"08°32'59.09"" S 113°48'03.33"" T",TBP
35.09.40012,Pulau Batulawang,,"08°33'43.21"" S 113°48'36.30"" T",TBP
35.09.40013,Pulau Batutanduk,,"08°29'57.04"" S 113°36'59.74"" T",TBP
35.09.40014,Pulau Cemaru,,"08°33'39.71"" S 113°48'42.17"" T",TBP
35.09.40015,Pulau Ceregek,,"08°24'35.82"" S 113°28'42.58"" T",TBP
35.09.40016,Pulau Dali,,"08°30'12.76"" S 113°38'00.79"" T",TBP
35.09.40017,Pulau Daru,,"08°31'14.10"" S 113°45'19.74"" T",TBP
35.09.40018,Pulau Depade,,"08°30'17.10"" S 113°41'14.53"" T",TBP
35.09.40019,Pulau Gilen,,"08°29'34.35"" S 113°16'06.60"" T",TBP
35.09.40020,Pulau Glinding,,"08°23'45.89"" S 113°28'28.45"" T",TBP
35.09.40021,Pulau Gogok,,"08°29'59.48"" S 113°39'54.95"" T",TBP
35.09.40022,Pulau Golong,,"08°32'37.41"" S 113°44'44.91"" T",TBP
35.09.40023,Pulau Jamur Besar,,"08°33'28.69"" S 113°48'26.37"" T",TBP
35.09.40024,Pulau Jamur Besar Dua,,"08°33'25.00"" S 113°48'25.65"" T",TBP
35.09.40025,Pulau Josah,,"08°25'44.66"" S 113°31'47.69"" T",TBP
35.09.40026,Pulau Kajang,,"08°26'16.93"" S 113°33'03.37"" T",TBP
35.09.40027,Pulau Kaji Kidul,,"08°28'40.41"" S 113°37'30.68"" T",TBP
35.09.40028,Pulau Kaji Lor,,"08°28'09.66"" S 113°37'27.38"" T",TBP
35.09.40029,Pulau Kalong,,"08°30'07.62"" S 113°39'40.17"" T",TBP
35.09.40030,Pulau Kalong Kecil,,"08°29'56.93"" S 113°39'43.00"" T",TBP
35.09.40031,Pulau Kelabang,,"08°33'34.42"" S 113°48'03.26"" T",TBP
35.09.40032,Pulau Kodok Cilik,,"08°26'07.83"" S 113°33'29.81"" T",TBP
35.09.40033,Pulau Kodok Gede,,"08°26'05.35"" S 113°33'23.45"" T",TBP
35.09.40034,Pulau Krucut,,"08°30'15.44"" S 113°39'57.87"" T",TBP
35.09.40035,Pulau Laedi,,"08°26'18.43"" S 113°32'58.83"" T",TBP
35.09.40036,Pulau Lawang,,"08°30'24.67"" S 113°39'53.26"" T",TBP
35.09.40037,Pulau Macan,,"08°31'25.94"" S 113°43'02.25"" T",TBP
35.09.40038,Pulau Manong,,"08°31'03.24"" S 113°48'15.71"" T",TBP
35.09.40039,Pulau Manuk,,"08°26'35.93"" S 113°36'15.55"" T",TBP
35.09.40040,Pulau Melengkung,,"08°30'28.70"" S 113°18'52.79"" T",TBP
35.09.40041,Pulau Meru,,"08°30'49.99"" S 113°47'23.95"" T",TBP
35.09.40042,Pulau Merubetiri,,"08°30'14.44"" S 113°45'43.25"" T",TBP
35.09.40043,Pulau Nangka,,"08°28'53.13"" S 113°37'26.14"" T",TBP
35.09.40044,Pulau Nusabarong,,"08°28'50.72"" S 113°20'04.44"" T",TBP (PPKT)
35.09.40045,Pulau Pager,,"08°29'51.96"" S 113°37'07.04"" T",TBP
35.09.40046,Pulau Pawon Kulon,,"08°26'34.49"" S 113°35'21.88"" T",TBP
35.09.40047,Pulau Pawon Tengah,,"08°26'34.31"" S 113°35'25.87"" T",TBP
35.09.40048,Pulau Pawon Wetan,,"08°26'32.47"" S 113°35'32.54"" T",TBP
35.09.40049,Pulau Pengapit,,"08°29'55.17"" S 113°39'45.51"" T",TBP
