K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.07.24.2003,,,,,,3 Klumpang Kebun,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.24.2004,,,,,,4 Klumpang Kampung,,
12.07.24.2005,,,,,,"5 Klambir Lima
Kampung",,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.24.2006,,,,,,6 Tandam Hulu II,,"Perbaikan nama desa semula Tandem Hulu II menjadi Tandam Hulu II
sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus
2022."
12.07.24.2007,,,,,,7 Klambir,,
12.07.24.2008,,,,,,8 Selemak,,
12.07.24.2009,,,,,,9 Klambir Lima Kebun,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017.
Perbaikan nama desa semula Kelambir Lima Kebun menjadi Klambir
Lima Kebun sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19
Agustus 2022."
12.07.24.2010,,,,,,10 Sialang Muda,,
12.07.24.2011,,,,,,11 Paya Bakung,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.24.2012,,,,,,12 Tandem Hulu I,,
12.07.24.2013,,,,,,13 Tandem Hilir I,,
12.07.24.2014,,,,,,14 Tandam Hilir II,,"Perbaikan nama desa semula Tandem Hilir II menjadi Tandam Hilir II
sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus
2022."
12.07.24.2015,,,,,,15 Kota Datar,,
12.07.24.2016,,,,,,16 Bulu Cina,,
12.07.24.2017,,,,,,17 Kota Rantang,,
12.07.24.2018,,,,,,18 Paluh Manan,,
12.07.24.2019,,,,,,19 Lama,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.24.2020,,,,,,20 Paluh Kurau,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.25,,,,16Labuhan Deli,-,5,,
12.07.25.2001,,,,,,1 Helvetia,,
12.07.25.2002,,,,,,2 Manunggal,,
12.07.25.2003,,,,,,3 Pematang Johar,,
12.07.25.2004,,,,,,4 Karang Gading,,
12.07.25.2005,,,,,,5 Telaga Tujuh,,
12.07.26,,,,17Percut Sei Tuan,2,18,,
12.07.26.2001,,,,,,1 Pematang Lalang,,
,,,,,,,,
