NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,13.04.10,10 Salimpaung,,,,,,6,,,"Perbaikan nomenklatur sesuai Surat Bup. No.130/795/POD-2019 tgl
30-4-2019 dan Rekom Dit Dekonsentrasi, TP dan Kerjasama No.
458/TU/DK/SDV/2019 tgl 15 Mei 2019, Kep. Bup
No.120.123/468/POD-2018 tgl 13-11-2018"
,13.04.11,11 Padang Ganting,,,,,,2,,,
,13.04.12,12 Tanjuang Baru,,,,,,2,,,
,13.04.13,13 Lintau Buo Utara,,,,,,5,,,
,13.04.14,14 Batipuah Selatan,,,,,,4,,,
,13.05,5 KAB. PADANG PARIAMAN,Nagari Parit Malintang,,,17,0,103,1.342,441.688,"Pemindahan Ibukota PP No. 79/2008.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,13.05.01,1 Lubuk Alung,,,,,,9,,,
,13.05.02,2 Batang Anai,,,,,,8,,,
,13.05.03,3 Nan Sabaris,,,,,,9,,,
,13.05.04,4 2 x 11 Enam Lingkuang,,,,,,3,,,
,13.05.05,5 VII Koto Sungai Sarik,,,,,,12,,,
,13.05.06,6 V Koto Kampung Dalam,,,,,,8,,,
,13.05.07,7 Sungai Garingging,,,,,,4,,,
,13.05.08,8 Sungai Limau,,,,,,4,,,
,13.05.09,9 IV Koto Aur Malintang,,,,,,5,,,
,13.05.10,10 Ulakan Tapakih,,,,,,8,,,
,13.05.11,11 Sintuak Toboh Gadang,,,,,,5,,,
,13.05.12,12 Padang Sago,,,,,,6,,,
,13.05.13,13 Batang Gasan,,,,,,3,,,
,13.05.14,14 V Koto Timur,,,,,,4,,,
,13.05.15,15 2 x 11 Kayu Tanam,,,,,,4,,,
,13.05.16,16 Patamuan,,,,,,6,,,
,13.05.17,17 Enam Lingkung,,,,,,5,,,
,13.06,6 KAB. AGAM,Lubuk Basung,,,16,0,92,2.226,525.136,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,13.06.01,1 Tanjung Mutiara,,,,,,4,,,
,13.06.02,2 Lubuk Basung,,,,,,5,,,
,13.06.03,3 Tanjung Raya,,,,,,10,,,
,13.06.04,4 Matur,,,,,,6,,,
,13.06.05,5 IV Koto,,,,,,7,,,
,13.06.06,6 Banuhampu,,,,,,7,,,Perda No. 1/2009
