K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63.04.06.2021,,,,,,14 Karang Indah,,
63.04.07,,,,7Rantau Badauh,-,9,,
63.04.07.2001,,,,,,1 Sungai Pantai,,
63.04.07.2002,,,,,,2 Pindahan Baru,,
63.04.07.2003,,,,,,3 Sungai Gampa Asahi,,
63.04.07.2004,,,,,,4 Sungai Gampa,,
63.04.07.2005,,,,,,5 Sungai Sahurai,,
63.04.07.2006,,,,,,6 Simpang Arja,,"Perbaikan nama desa semula Simpang Arya menjadi Simpang Arja,
sesuai:
Kep. Gub. Kepala Daerah Tingkat I Kalsel No. 140 Tahun 1980; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
63.04.07.2007,,,,,,7 Sinar Baru,,
63.04.07.2008,,,,,,8 Sungai Bamban,,
63.04.07.2009,,,,,,9 Danda Jaya,,
63.04.08,,,,8Belawang,-,13,,
63.04.08.2001,,,,,,1 Murung Keramat,,
63.04.08.2002,,,,,,2 Sungai Seluang,,
63.04.08.2003,,,,,,3 Belawang,,
63.04.08.2004,,,,,,4 Bambangin,,
63.04.08.2005,,,,,,5 Sukaramai,,
63.04.08.2006,,,,,,"6 Sungai Seluang
Pasar",,
63.04.08.2007,,,,,,7 Samuda,,
63.04.08.2008,,,,,,8 Parimata,,
63.04.08.2009,,,,,,9 Karang Dukuh,,
63.04.08.2010,,,,,,10 Patih Selera,,
63.04.08.2011,,,,,,11 Karang Buah,,
63.04.08.2012,,,,,,12 Binaan Baru,,
63.04.08.2013,,,,,,13 Rangga Surya,,
63.04.09,,,,9Cerbon,-,8,,
63.04.09.2001,,,,,,1 Sungai Kambat,,
63.04.09.2002,,,,,,2 Sungai Rasau,,
63.04.09.2003,,,,,,3 Simpang Nungki,,
63.04.09.2004,,,,,,4 Sawahan,,
63.04.09.2005,,,,,,5 Bantuil,,
63.04.09.2006,,,,,,6 Badandan,,
63.04.09.2007,,,,,,7 Sei Tunjang,,
63.04.09.2008,,,,,,8 Sei Raya,,
63.04.10,,,,10Bakumpai,1,8,,
63.04.10.1001,,,,,1Lepasan,,,
63.04.10.2002,,,,,,1 Banua Anyar,,
,,,,,,,,
