NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,18.02.12,12 Seputih Surabaya,,,,,,13,,,
,18.02.13,13 Terusan Nunyai,,,,,,7,,,
,18.02.14,14 Bumi Ratu Nuban,,,,,,10,,,
,18.02.15,15 Bekri,,,,,,8,,,
,18.02.16,16 Seputih Agung,,,,,,10,,,
,18.02.17,17 Way Pangubuan,,,,,,8,,,
,18.02.18,18 Bandar Mataram,,,,,,9,,,
,18.02.19,19 Pubian,,,,,,20,,,
,18.02.20,20 Selagai Lingga,,,,,,14,,,
,18.02.21,21 Anak Tuha,,,,,,12,,,
,18.02.22,22 Sendang Agung,,,,,,9,,,
,18.02.23,23 Kota Gajah,,,,,,7,,,
,18.02.24,24 Bumi Nabung,,,,,,7,,,
,18.02.25,25 Way Seputih,,,,,,6,,,
,18.02.26,26 Bandar Surabaya,,,,,,10,,,
,18.02.27,27 Anak Ratu Aji,,,,,,6,,,Perda No. 06/2005
,18.02.28,28 Putra Rumbia,,,,,,10,,,Perda No. 15/2006
,18.03,3 KAB. LAMPUNG UTARA,Kotabumi,,,23,15,232,2.669,652.623,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,18.03.01,1 Bukit Kemuning,,,,,1,7,,,
,18.03.02,2 Kotabumi,,,,,9,4,,,
,18.03.03,3 Sungkai Selatan,,,,,,11,,,
,18.03.04,4 Tanjung Raja,,,,,,19,,,
,18.03.05,5 Abung Timur,,,,,,12,,,
,18.03.06,6 Abung Barat,,,,,,14,,,
,18.03.07,7 Abung Selatan,,,,,,16,,,
,18.03.08,8 Sungkai Utara,,,,,,15,,,
,18.03.09,9 Kotabumi Utara,,,,,,8,,,
,18.03.10,10 Kotabumi Selatan,,,,,5,9,,,
,18.03.11,11 Abung Tengah,,,,,,11,,,
,18.03.12,12 Abung Tinggi,,,,,,8,,,
,18.03.13,13 Abung Semuli,,,,,,7,,,
,18.03.14,14 Abung Surakarta,,,,,,9,,,
,18.03.15,15 Muara Sungkai,,,,,,11,,,
,18.03.16,16 Bunga Mayang,,,,,,11,,,
