K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.09.01.2024,,,,,,16 Situfa Jaya,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.09.02,,,,2Salang,-,16,,
11.09.02.2001,,,,,,1 Ujung Salang,,
11.09.02.2002,,,,,,2 Padang Unoi,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.09.02.2003,,,,,,3 Nasreuhe,,
11.09.02.2004,,,,,,4 Meunafa,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.09.02.2005,,,,,,5 Along,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.09.02.2006,,,,,,6 Panton Lawe,,
11.09.02.2007,,,,,,7 Mutiara,,
11.09.02.2008,,,,,,8 Tamon Jaya,,
11.09.02.2009,,,,,,9 Karya Bakti,,
11.09.02.2010,,,,,,10 Jaya Baru,,
11.09.02.2011,,,,,,11 Tameng,,
11.09.02.2012,,,,,,12 Lalla Bahagia,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.09.02.2013,,,,,,13 Suak Manang,,
11.09.02.2014,,,,,,14 Ganang Pusako,,
11.09.02.2015,,,,,,15 Kenangan Jaya,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.09.02.2016,,,,,,16 Bunga,,
11.09.03,,,,3Teupah Barat,-,18,,
11.09.03.2001,,,,,,1 Silengas,,
11.09.03.2002,,,,,,2 Bunon,,
11.09.03.2003,,,,,,3 Angkeo,,
11.09.03.2004,,,,,,4 Awe Seubal,,
11.09.03.2005,,,,,,5 Laayon,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.09.03.2006,,,,,,6 Inor,,
11.09.03.2007,,,,,,7 Salur Lasengalu,,
11.09.03.2008,,,,,,8 Salur Latun,,
11.09.03.2009,,,,,,9 Salur,,
11.09.03.2010,,,,,,10 Pulau Teupah,,
,,,,,,,,
