NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Ilaga,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Ilaga Utara,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Kembru,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Lambewi,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Mabugi,,,,,,,,,Pemekaran Kec. Ilaga Perda No. 2/2014
,,Beoga Timur,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Bina,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Dervos,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Doufo,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Erelmakawia,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Gome,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,91.26,26 KAB. DOGIYAI,Kigamani,,,,,,,,"Luas Wilayah Indikatif sesuai Surat Badan Informasi Geospasial No
B-8.31/PBW-BIG/IGD.04.04/6/2021 Tanggal 8 Juni 2021"
,,Sukikai Selatan,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Dogiyai,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Kamu,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Kamu Selatan,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Kamu Timur,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Kamu Utara,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Mapia,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
