K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18,LAMPUNG,,,,,,,
18.11,KAB. MESUJI,,,7,0,105,"2.200,414","UU No. 49/2008.
Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
18.11.01,,,,1Mesuji,-,11,,Semula wil. Kab.Tulang Bawang
18.11.01.2001,,,,,,1 Wiralaga I,,
18.11.01.2002,,,,,,2 Wiralaga II,,
18.11.01.2003,,,,,,3 Sungai Badak,,
18.11.01.2004,,,,,,4 Nipah Kuning,,
18.11.01.2005,,,,,,5 Sido Mulyo,,
18.11.01.2006,,,,,,6 Tirta Laga,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.11.01.2007,,,,,,7 Tanjung Serayan,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.11.01.2008,,,,,,8 Sumber Makmur,,
18.11.01.2009,,,,,,9 Mulya Sari,,
18.11.01.2010,,,,,,10 Wiralaga Mulya,,Perda 19/2012
18.11.01.2011,,,,,,11 Suka Maju,,Perda 20/2012
18.11.02,,,,2Mesuji Timur,-,20,,Semula wil. Kab.Tulang Bawang
18.11.02.2001,,,,,,1 Talang Batu,,
18.11.02.2002,,,,,,2 Sungai Cambai,,
18.11.02.2003,,,,,,3 Tanjung Mas Makmur,,
18.11.02.2004,,,,,,4 Margo Jadi,,
18.11.02.2005,,,,,,5 Tanjung Menang,,"perbaikan nama dari Tanjung Meneng Menjadi Tanjung Menang,Surat
Bup Mesuji No KU.11/1605/I.01/MSJ/2021 TGL 6 APRIL 2021,Surat
Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
18.11.02.2006,,,,,,6 Eka Mulya,,
18.11.02.2007,,,,,,7 Wono Sari,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.11.02.2008,,,,,,8 Dwi Karya Mustika,,
18.11.02.2009,,,,,,9 Pangkal Mas Jaya,,
18.11.02.2010,,,,,,10 Pangkal Mas Mulya,,
18.11.02.2011,,,,,,11 Tanjung Mas Mulya,,
18.11.02.2012,,,,,,12 Muara Mas,,
18.11.02.2013,,,,,,13 Tanjung Mas Jaya,,
18.11.02.2014,,,,,,14 Margo Jaya,,Perda 34/2012
18.11.02.2015,,,,,,15 Pangkal Mas,,Perda 35/2012
18.11.02.2016,,,,,,"16 Tanjung Menang
Raya",,Perda 38/2012
18.11.02.2017,,,,,,17 Tebing Karya Mandiri,,Perda 39/2012
18.11.02.2018,,,,,,18 Tanjung Mas Rejo,,Perda 40/2012
18.11.02.2019,,,,,,19 Margo Mulyo,,Perda 41/2012
,,,,,,,,
