K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.09.14.2005,,,,,,5 Pulaukopung Sentajo,,"Semula wil Kec.Kuantan Tengah, Perda No.24/2012, Perbaikan nama
sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.09.14.2006,,,,,,6 Teratak Air Hitam,,"Semula wil Kec.Benai, Perda No.24/2012, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.14.2007,,,,,,"7 Seberang Teratak Air
Hitam",,"Semula wil Kec.Benai, Perda No.24/2012, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.14.2008,,,,,,"8 Parit Teratak Air
Hitam",,"Semula wil Kec.Benai, Perda No.24/2012, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.14.2009,,,,,,9 Jalur Patah,,"Semula wil Kec.Benai, Perda No.24/2012, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.14.2010,,,,,,10 Geringing Baru,,"Semula wil Kec.Benai, Perda No.24/2012, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.14.2011,,,,,,11 Marsawa,,"Semula wil Kec. Benai, Perda No. 24/2012"
14.09.14.2012,,,,,,12 Langsat Hulu,,"Semula wil Kec.Benai, Perda No.24/2012, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.14.2013,,,,,,13 Muara Langsat,,"Semula wil Kec.Benai, Perda No.24/2012, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.14.2014,,,,,,14 Geringging Jaya,,"Semula wil Kec.Benai, Perda No.24/2012, Perbaikan nama sesuai
Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data
nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.14.1015,,,,,1Beringin Jaya,,,"Semula wil Kec. Benai, Perda No. 24/2012"
14.09.15,,,,15Pucuk Rantau,-,10,,"Pemekaran wil Kec. Kuantan Mudik, Perda No. 24/2012"
14.09.15.2001,,,,,,1 Perhentian Sungkai,,"Semula wil Kec.Kuantan Mudik, Perda No.24/2012, Perbaikan nama
sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.09.15.2002,,,,,,2 Ibul,,"Semula wil Kec. Kuantan Mudik, Perda No. 24/2012"
14.09.15.2003,,,,,,3 Muarapetai,,"Semula wil Kec. Kuantan Mudik, Perda No. 24/2012"
14.09.15.2004,,,,,,4 Pangkalan,,"Semula wil Kec. Kuantan Mudik, Perda No. 24/2012"
14.09.15.2005,,,,,,5 Sungaibesar,,"Semula wil Kec. Kuantan Mudik, Perda No. 24/2012"
,,,,,,,,
