K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.04.06.2010,,,,,,7 Harapan Makmur,,"Pemekaran sebagian Desa Teluktuasan, Perda No.6/2011, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.06.2011,,,,,,8 Kelumpang,,"Pemekaran sebagian Desa Rambaian, Perda No. 6/2011"
14.04.06.2012,,,,,,9 Idaman,,"Pemekaran sebagian Desa Sungaiempat, Perda No. 6/2011"
14.04.07,,,,7Mandah,1,16,,
14.04.07.2001,,,,,,1 Pulaucawan,,
14.04.07.2002,,,,,,2 Belaras,,
14.04.07.2003,,,,,,3 Bente,,
14.04.07.1004,,,,,1Khairiah Mandah,,,
14.04.07.2005,,,,,,4 Igal,,
14.04.07.2006,,,,,,5 Pelanduk,,
14.04.07.2007,,,,,,6 Bakau Aceh,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.07.2008,,,,,,7 Batang Tumu,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.07.2009,,,,,,8 Bekawan,,
14.04.07.2010,,,,,,9 Bantayan,,
14.04.07.2011,,,,,,10 Batang Sari,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.07.2012,,,,,,11 Bolak Raya,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.04.07.2013,,,,,,12 Cahaya Baru,,"Pemekaran sebagian Desa Belaras, Perda No.6/2011, Perbaikan nama
sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.07.2014,,,,,,13 Belaras Barat,,"Pemekaran sebagian Desa Belaras, Perda No. 6/2011"
14.04.07.2015,,,,,,14 Sepakat Jaya,,"Pemekaran sebagian Desa Batang Tumu, Perda No.6/2011, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.04.07.2016,,,,,,15 Suraya Mandiri,,"Pemekaran sebagian Desa Pelanduk, Perda No.6/2011, Perbaikan
nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
