K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.06.02.2010,,,,,,5 Maradekaya,,
73.06.02.2011,,,,,,6 Panciro,,
73.06.02.2012,,,,,,7 Lempangang,,
73.06.02.2013,,,,,,8 Bone,,
,,,,,,Gentungang,,Menjadi wil. Kec. Bajeng Barat
73.06.02.2015,,,,,,9 Pannyangkalang,,"Koreksi nama 'Panyangkalang' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
,,,,,,Tanabangka,,Menjadi wil. Kec. Bajeng Barat
73.06.02.1017,,,,,3Tubajeng,,,
73.06.02.1018,,,,,4Mata Allo,,,
73.06.02.2019,,,,,,10 Paraikatte,,
73.06.03,,,,3Tompobulu,2,6,,"Perbaikan nama kec. semula Tompobullu menjadi Tompobulu sesuai,
sesuai:
Perda 7 Tahun 2005; dan
Surat Sekda Prov. Sulsel No. 138/8796/B.Pem.Otda tgl 31 Agustus
2022."
73.06.03.1001,,,,,1Malakaji,,,
73.06.03.1002,,,,,2Cikoro,,,
73.06.03.2003,,,,,,1 Garing,,
73.06.03.2004,,,,,,2 Datara,,
73.06.03.2005,,,,,,3 Rappolemba,,
73.06.03.2006,,,,,,4 Rappoala,,
73.06.03.2007,,,,,,5 Tanete,,
73.06.03.2008,,,,,,6 Bontobuddung,,
73.06.04,,,,4Tinggimoncong,6,1,,
73.06.04.1001,,,,,1Malino,,,
73.06.04.1002,,,,,2Buluttana,,,
73.06.04.1003,,,,,3Gantarang,,,
73.06.04.2004,,,,,,1 Parigi,,
,,,,,,Majannang,,Menjadi wil. Kec. Parigi
,,,,,,Jonjo,,Menjadi wil. Kec. Parigi
,,,,,,Manimbahoi,,Menjadi wil. Kec. Parigi
,,,,,,Sicini,,Menjadi wil. Kec. Parigi
,,,,,,Bilanrengi,,Menjadi wil. Kec. Parigi
73.06.04.1010,,,,,4Pattapang,,,
73.06.04.1011,,,,,5Bonto Lerung,,,
73.06.04.1012,,,,,6Garassi,,,
73.06.05,,,,5Parangloe,2,5,,
73.06.05.1001,,,,,1Lanna,,,
73.06.05.1002,,,,,2Bontoparang,,,
,,,,,,Manuju,,Menjadi wil. Kec. Manuju
,,,,,,,,
