K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61,KALIMANTAN BARAT,,,,,,,
61.02,KAB. MEMPAWAH,,,9,7,60,"1.935,419","Semula bernama Kabupaten Pontianak, PP No. 58 Tahun 2014.
Luas Wilayah Definitif, PGGB sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
61.02.01,,,,1Mempawah Hilir,3,5,,
61.02.01.2001,,,,,,1 Sengkubang,,
61.02.01.2002,,,,,,2 Penibung,,
61.02.01.2003,,,,,,3 Pasir,,
,,,,,Pasir Wan Salim,,,"Menjadi wil. Kec. Mempawah Timur, Perda No. 8/2006"
,,,,,,Sejegi,,"Menjadi wil. Kec. Mempawah Timur, Perda No. 8/2006"
61.02.01.1006,,,,,1Tanjung,,,
61.02.01.1007,,,,,2Tengah,,,
,,,,,,Antibar,,"Menjadi wil. Kec. Mempawah Timur, Perda No. 8/2006"
61.02.01.1009,,,,,3Terusan,,,
,,,,,Pedalaman,,,"Menjadi wil. Kec. Mempawah Timur, Perda No. 8/2006"
,,,,,,Pasir Palembang,,"Menjadi wil. Kec. Mempawah Timur, Perda No. 8/2006"
,,,,,,Pasir Panjang,,"Menjadi wil. Kec. Mempawah Timur, Perda No. 8/2006"
61.02.01.2013,,,,,,4 Kuala Secapah,,
,,,,,,Sungai Bakau Kecil,,"Menjadi wil. Kec. Mempawah Timur, Perda No. 8/2006"
61.02.01.2015,,,,,,5 Malikian,,Perda No. 12/2005.
,,,,,,Parit Banjar,,"Perda No. 13/2005, Menjadi wil. Kec. Mempawah Timur, Perda No.
8/2006"
,,,,Sungai Raya,,,,"Menjadi wil. Kab. Kubu Raya, UU No. 35/2007"
,,,,,,Sungai Raya,,
,,,,,,Sungai Ambangah,,
,,,,,,Arang Limbung,,
,,,,,,Kuala Dua,,
,,,,,,Tebang Kacang,,
,,,,,,Sungai Asam,,
,,,,,,Pulau Limbung,,
,,,,,,Kapur,,
,,,,,,Gunung Tamang,,
,,,,,,Sungai Bulan,,
,,,,,,Limbung,,
,,,,,,Teluk Kapuas,,
,,,,,,Madu Sari,,Perda No. 11/2005.
,,,,,,Mekar Sari,,Perda No. 14/2005.
,,,,Teluk Pakedai,,,,"Menjadi wil. Kab. Kubu Raya, UU No. 35/2007"
,,,,,,,,
