K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.06.08.2001,,,,,,1 Lambadeuk,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.08.2002,,,,,,2 Lamguron,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.08.2003,,,,,,3 Lambaro Nejid,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.08.2004,,,,,,4 Lampageu,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.08.2005,,,,,,5 Gampong Baro,,
11.06.08.2006,,,,,,6 Lam Manyang,,
11.06.08.2007,,,,,,7 Lamteh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.08.2008,,,,,,8 Lam Lumpu,,
11.06.08.2009,,,,,,9 Lamteungoh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.08.2010,,,,,,10 Lamtutui,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.08.2011,,,,,,11 Meunasah Tuha,,
11.06.08.2012,,,,,,12 Lam Awe,,
11.06.08.2013,,,,,,13 Pulo Bunta,,
11.06.08.2014,,,,,,14 Beuradeun,,
11.06.08.2015,,,,,,15 Lampisang,,
11.06.08.2016,,,,,,16 Keuneu Eu,,
11.06.08.2017,,,,,,17 Lam Isek,,
11.06.08.2018,,,,,,18 Lamkeumok,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.08.2019,,,,,,19 Lam Rukam,,
11.06.08.2020,,,,,,20 Gurah,,
11.06.08.2021,,,,,,21 Rima Jeuneu,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.08.2022,,,,,,22 Lam Geu Eu,,
11.06.08.2023,,,,,,23 Lam Hasan,,
11.06.08.2024,,,,,,24 Paya Tieng,,
11.06.08.2025,,,,,,25 Ajuen,,
,,,,,,,,
