NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,76.03.01,1 Mambi,,,,,2,11,,,
,76.03.02,2 Aralle,,,,,1,11,,,
,76.03.03,3 Mamasa,,,,,1,11,,,
,76.03.04,4 Pana,,,,,1,12,,,
,76.03.05,5 Tabulahan,,,,,1,13,,,
,76.03.06,6 Sumarorong,,,,,2,8,,,
,76.03.07,7 Messawa,,,,,1,8,,,
,76.03.08,8 Sesenapadang,,,,,,10,,,
,76.03.09,9 Tanduk Kalua,,,,,1,11,,,
,76.03.10,10 Tabang,,,,,1,6,,,
,76.03.11,11 Bambang,,,,,,20,,,Perda No.7/2004
,76.03.12,12 Balla,,,,,,8,,,Perda No.7/2004
,76.03.13,13 Nosu,,,,,1,6,,,Perda No.7/2004
,76.03.14,14 Tawalian,,,,,1,3,,,Perda 7/2005
,76.03.15,15 Rantebulahan Timur,,,,,,8,,,Perda No. 1/2006
,76.03.16,16 Buntumalangka,,,,,,11,,,Pemekaran Kec. Perda No. 6/2009
,76.03.17,17 Mehalaan,,,,,,11,,,Pemekaran Kec. Perda No. 6/2009
,76.04,4 KAB. POLEWALI MANDAR,Polewali,,,16,23,144,2.074,488.857,"Perubahan nama Kab. Polewali Mamasa, PP No. 74/2005.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,76.04.01,1 Tinambung,,,,,1,7,,,
,76.04.02,2 Campalagian,,,,,1,17,,,
,76.04.03,3 Wonomulyo,,,,,1,13,,,
,76.04.04,4 Polewali,,,,,9,,,,
,76.04.05,5 Tutar,,,,,1,12,,,"Perubahan nama Kec. Tutallu, Perda No. 1/2004"
,76.04.06,6 Binuang,,,,,1,9,,,
,76.04.07,7 Tapango,,,,,1,13,,,
,76.04.08,8 Mapilli,,,,,1,11,,,
,76.04.09,9 Matangnga,,,,,1,6,,,
,76.04.10,10 Luyo,,,,,1,10,,,
,76.04.11,11 Limboro,,,,,1,10,,,
,76.04.12,12 Balanipa,,,,,1,10,,,
,76.04.13,13 Anreapi,,,,,1,4,,,
,76.04.14,14 Matakali,,,,,1,6,,,
,76.04.15,15 Allu,,,,,1,7,,,
