NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,33.25.12,12 Warungasem,,,,,,18,,,
,33.25.13,13 Kandeman,,,,,,13,,,Perda No. 7/2004
,33.25.14,14 Pecalungan,,,,,,10,,,Perda No. 7/2004
,33.25.15,15 Banyuputih,,,,,,11,,,Perda No. 7/2004
,33.26,26 KAB. PEKALONGAN,Kajen,,,19,13,272,893,988.168,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.26.01,1 Kandangserang,,,,,,14,,,
,33.26.02,2 Paninggaran,,,,,,15,,,
,33.26.03,3 Lebakbarang,,,,,,11,,,
,33.26.04,4 Petungkriyono,,,,,,9,,,
,33.26.05,5 Talun,,,,,,10,,,
,33.26.06,6 Doro,,,,,,14,,,
,33.26.07,7 Karanganyar,,,,,,15,,,
,33.26.08,8 Kajen,,,,,1,24,,,
,33.26.09,9 Kesesi,,,,,,23,,,
,33.26.10,10 Sragi,,,,,1,16,,,
,33.26.11,11 Bojong,,,,,,22,,,
,33.26.12,12 Wonopringgo,,,,,,14,,,
,33.26.13,13 Kedungwuni,,,,,3,16,,,
,33.26.14,14 Buaran,,,,,3,7,,,
,33.26.15,15 Tirto,,,,,,16,,,
,33.26.16,16 Wiradesa,,,,,5,11,,,
,33.26.17,17 Siwalan,,,,,,13,,,
,33.26.18,18 Karangdadap,,,,,,11,,,
,33.26.19,19 Wonokerto,,,,,,11,,,
,33.27,27 KAB. PEMALANG,Pemalang,,,14,11,212,1.137,1.542.052,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.27.01,1 Moga,,,,,,10,,,
,33.27.02,2 Pulosari,,,,,,12,,,
,33.27.03,3 Belik,,,,,,13,,,
,33.27.04,4 Watukumpul,,,,,,15,,,
,33.27.05,5 Bodeh,,,,,,19,,,
,33.27.06,6 Bantarbolang,,,,,,17,,,
,33.27.07,7 Randudongkal,,,,,,18,,,
,33.27.08,8 Pemalang,,,,,7,13,,,
