K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13,SUMATERA BARAT,,,,,,,
13.72,KOTA SOLOK,,,2,13,0,"58,720","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
13.72.01,,,,1Lubuk Sikarah,7,-,,
13.72.01.1001,,,,,1Tanah Garam,,,
13.72.01.1002,,,,,2VI Suku,,,
13.72.01.1003,,,,,3Sinapa Piliang,,,
13.72.01.1004,,,,,4IX Korong,,,
13.72.01.1005,,,,,"5Kampai Tabu
Karambia",,,
13.72.01.1006,,,,,6Aro IV Korong,,,
13.72.01.1007,,,,,7Simpang Rumbio,,,
13.72.02,,,,2Tanjung Harapan,6,-,,
13.72.02.1001,,,,,1Koto Panjang,,,
13.72.02.1002,,,,,2Pasar Pandan Air Mati,,,
13.72.02.1003,,,,,3Tanjung Paku,,,
13.72.02.1004,,,,,4Nan Balimo,,,
13.72.02.1005,,,,,5Kampung Jawa,,,
13.72.02.1006,,,,,6Laing,,,
