K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
81,MALUKU,,,,,,,
81.07,KAB. KEPULAUAN ARU,,,10,2,117,"8.096,729","Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
81.07.01,,,,1Pulau-Pulau Aru,2,13,,
81.07.01.2001,,,,,,1 Ujir,,
81.07.01.2002,,,,,,2 Nafar,,
81.07.01.2003,,,,,,3 Kobraur,,
81.07.01.2004,,,,,,4 Lau-Lau,,
81.07.01.2005,,,,,,5 Gorar,,
81.07.01.2006,,,,,,6 Tungu,,
81.07.01.2007,,,,,,7 Tunguwatu,,
81.07.01.2008,,,,,,8 Jabulenga,,
81.07.01.2009,,,,,,9 Wokam,,
81.07.01.2010,,,,,,10 Karangguli,,
81.07.01.2011,,,,,,11 Durjela,,
81.07.01.1012,,,,,1Galai Dubu,,,
81.07.01.1013,,,,,2Siwa Lima,,,
81.07.01.2014,,,,,,12 Wangel,,
81.07.01.2015,,,,,,13 Samang,,
,,,,,,Goda-Goda,,Menjadi wil Kec. Sir-Sir Perda No. 15/2008
,,,,,,Waiful,,"Menjadi wil. Kec. Sir-Sir, Perda No. 15/2008"
,,,,,,Kolaha,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Foket,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Jerwatu,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Wahayum,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Wahangula-Ngula,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Waria,,"Menjadi wil. Kec. Batuley, Perda No. 15/2008"
,,,,,,Kaibolafin,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Tasinwaha,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Kabufin,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Marlasi,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Kolamar,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Mesidang,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Selmona,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Mohongsel,,"Menjadi wil. Kec. Aru Utara, Perda No. 15/2008"
,,,,,,Wafan,,"Menjadi wil. Kec. Sir-Sir, Perda No. 15/2008"
,,,,,,Langhalau,,"Menjadi wil. Kec. Sir-Sir, Perda No. 15/2008"
,,,,,,Bardefan,,Menjadi wil Kec. Sir-Sir Perda No. 15/2008
,,,,,,,,
