K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Tanjung Bunian,,Menjadi wil. Kec. Lungkang Kule
,,,,,,Sinar Bulan,,Menjadi wil. Kec. Lungkang Kule
17.04.03.2027,,,,,,6 Tanjung Betung II,,
17.04.03.2028,,,,,,7 Coko Enau,,
17.04.03.2029,,,,,,8 Pancur Negara,,
17.04.03.2030,,,,,,9 Perugaian,,Perda No. 36/2005
17.04.03.2031,,,,,,10 Guru Agung II,,Perda No. 51/2007
17.04.04,,,,4Kaur Tengah,1,8,,
17.04.04.2001,,,,,,1 Sukarami,,
17.04.04.2002,,,,,,2 Pajar Bulan,,
17.04.04.2003,,,,,,3 Padang Hangat,,
17.04.04.2004,,,,,,4 Kemang Manis,,
17.04.04.2005,,,,,,5 Penyandingan,,
17.04.04.2006,,,,,,6 Sinar Jaya,,
17.04.04.1007,,,,,1Tanjung Iman,,,
17.04.04.2008,,,,,,7 Tanjung Pandan,,
17.04.04.2009,,,,,,8 Padang Baru,,
,,,,,,Puguk,,Menjadi wil. Kec. Luas
,,,,,,Benua Ratu,,Menjadi wil. Kec. Luas
,,,,,,Cahaya Negeri,,Menjadi wil. Kec. Luas
,,,,,,Bangun Jiwa,,Menjadi wil. Kec. Luas
,,,,,,Umbul,,Menjadi wil. Kec. Luas
,,,,,,Tanjung Beringin,,Menjadi wil. Kec. Luas
,,,,,,Durian Besar,,Menjadi wil. Kec. Luas
,,,,,,Padang Jati,,Menjadi wil. Kec. Luas
,,,,,,Gando Suli,,Menjadi wil. Kec. Luas
,,,,,,Ulak Bandung,,Menjadi wil. Kec. Muara Sahung
,,,,,,Ulak Lebar,,Menjadi wil. Kec. Muara Sahung
,,,,,,Muara Sahung,,Menjadi wil. Kec. Muara Sahung
,,,,,,Kepahyang,,Menjadi wil. Kec. Luas
,,,,,,Sumber Makmur,,Menjadi wil. Kec. Muara Sahung
,,,,,,Tri Tunggal Bakti,,Menjadi wil. Kec. Muara Sahung
17.04.05,,,,5Kaur Selatan,1,18,,
,,,,,,Suka Banjar,,Menjadi wil. Kec. Tetap
,,,,,,Tanjung Bunga,,Menjadi wil. Kec. Tetap
,,,,,,Cucupan,,Menjadi wil. Kec. Tetap
,,,,,,Pagar Dewa,,Menjadi wil. Kec. Tetap
,,,,,,Muara Tetap,,Menjadi wil. Kec. Tetap
,,,,,,Kasuk Baru,,Menjadi wil. Kec. Tetap
,,,,,,Suka Raja,,Menjadi wil. Kec. Tetap
,,,,,,,,
