K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92.02.04.2007,,,,,,7 Wasegi Indah,,
92.02.04.2008,,,,,,8 Ingkwoisi,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.04.2009,,,,,,9 Bogor,,
92.02.04.2010,,,,,,10 Somi,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.04.2011,,,,,,11 Bedip Matoa,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.04.2012,,,,,,12 Kali Amin,,
92.02.04.2013,,,,,,13 Lismaungu,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.04.2014,,,,,,14 Uhyehebrig,,"Koreksi nama sesuai Hasil Validasi Data Nama dan Kodefikasi tgl 13
Juni 2016 di Ditjen Bina Pemdes"
92.02.04.2015,,,,,,15 Kerenu,,
92.02.04.2016,,,,,,16 Mebji,,"PMD, koreksi nama desa Mebiji Surat Wabup No. 140/352 tgl 26 Mei
2016"
92.02.05,,,,3Masni,-,33,,
92.02.05.2001,,,,,,1 Masni,,
92.02.05.2002,,,,,,2 Sumber Boga,,
92.02.05.2003,,,,,,3 Prafi Barat,,
92.02.05.2004,,,,,,4 Muara Prafi,,
,,,,,,Kaironi,,Menjadi wil. Kec. Sidey
92.02.05.2006,,,,,,5 Macuan,,
,,,,,,Sidey,,Menjadi wil. Kec. Sidey
92.02.05.2008,,,,,,6 Wariori,,
92.02.05.2009,,,,,,7 Bowi Subur,,
92.02.05.2010,,,,,,8 Makwan,,
92.02.05.2011,,,,,,9 Kali Merah,,
92.02.05.2012,,,,,,10 Meiforga,,
92.02.05.2013,,,,,,11 Sibuni,,
92.02.05.2014,,,,,,12 Yensum,,
92.02.05.2015,,,,,,13 Mansaburi,,
92.02.05.2016,,,,,,14 Igor,,
92.02.05.2017,,,,,,15 Merejemeg,,
92.02.05.2018,,,,,,16 Aurmios,,
,,,,,,Waramoi,,Menjadi wil. Kec. Sidey
92.02.05.2020,,,,,,17 Sembab,,
,,,,,,Kassi,,Menjadi wil. Kec. Sidey
,,,,,,Saray,,Menjadi wil. Kec. Sidey
,,,,,,Sidey Jaya,,Menjadi wil. Kec. Sidey
92.02.05.2024,,,,,,18 Membowi,,
,,,,,,Sidey Baru,,Menjadi wil. Kec. Sidey
,,,,,,,,
