K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.14.33.2001,,,,,,1 Hilifalago,,Semula wil Kec. Teluk Dalam sesuai Perda No 3/2015
12.14.33.2002,,,,,,2 Hilimondregeraya,,Semula wil Kec. Teluk Dalam sesuai Perda No 3/2015
12.14.33.2003,,,,,,3 Hilinamozaua,,Semula wil Kec. Teluk Dalam sesuai Perda No 3/2015
12.14.33.2004,,,,,,4 Hilifarono,,Semula wil Kec. Teluk Dalam sesuai Perda No 3/2015
12.14.33.2005,,,,,,5 Hilionaha,,Semula wil Kec. Teluk Dalam sesuai Perda No 3/2015
12.14.33.2006,,,,,,6 Hilikara,,"Pemekaran sebagian Desa Hilimondregeraya, Perda No. 7/2012,
Semula wil Kec. Teluk Dalam sesuai Perda No 3/2015"
12.14.33.2007,,,,,,7 Hilialito Saua,,"Pemekaran sebagian Desa Hilinamozaua, Perda No. 7/2012, Semula
wil Kec. Teluk Dalam sesuai Perda No 3/2015"
12.14.33.2008,,,,,,8 Hilinamozaua Raya,,"Pemekaran sebagian Desa Hilinamozaua, Perda No. 7/2012, Semula
wil Kec. Teluk Dalam sesuai Perda No 3/2015"
12.14.33.2009,,,,,,9 Hilifalago Raya,,"Pemekaran sebagian Desa Hilifalago, Perda No. 7/2012, Semula wil
Kec. Teluk Dalam sesuai Perda No 3/2015"
12.14.33.2010,,,,,,10 Hilisanekhehosi,,"Pemekaran sebagian Desa Hilimondregeraya, Perda No. 7/2012,
Semula wil Kec. Teluk Dalam sesuai Perda No 3/2015"
,,,,,,,,
12.14.34,,,,34Ulu Idanotae,-,11,,"Pemekaran sebagian wil Kec. Gomo dan Kec. Umbunasi sesuai Perda
No. 3/2015, dan Nomor Register Perda Kabupaten Nias Selatan
Provinsi Sumatera Utara Nomor 5 Tahun 2015"
12.14.34.2001,,,,,,1 Fanedanu,,Semula wil Kec. Gomo sesuai Perda No 3/2015
12.14.34.2002,,,,,,2 Fanedanu Sibohou,,"Perda No. 2/2009, Semula wil Kec. Gomo sesuai Perda No 3/2015"
12.14.34.2003,,,,,,"3 Lawa-lawa Luo
Idanotae",,Semula wil Kec. Gomo sesuai Perda No 3/2015
12.14.34.2004,,,,,,"4 Dao-dao Zanuwo
Idano Tae",,"Perda No. 2/2009, Semula wil Kec. Gomo sesuai Perda No 3/2015"
12.14.34.2005,,,,,,5 Sisiwa Ewali,,"Pemekaran sebagian Desa Fanedanu, Perda No. 7/2012, Semula wil
Kec. Gomo sesuai Perda No 3/2015"
12.14.34.2006,,,,,,6 Sisarahili Ewo,,"Pemekaran sebagian Desa Doli-Doli Idanotae, Perda No. 7/2012,
Semula wil Kec. Gomo sesuai Perda No 3/2015"
12.14.34.2007,,,,,,7 Hilialo'oa,,"Pemekaran sebagian Desa Doli-Doli Idanotae, Perda No. 7/2012,
Semula wil Kec. Gomo sesuai Perda No 3/2015"
12.14.34.2008,,,,,,8 Damai,,"Pemekaran sebagian Desa Lawa-Lawa Lou Idanotae, Perda No.
7/2012, Semula wil Kec. Gomo sesuai Perda No 3/2015"
12.14.34.2009,,,,,,9 Lolozukhu,,"Semula wil Kec. Gomo, Semula wil Kec. Gomo sesuai Perda No
3/2015"
12.14.34.2010,,,,,,"10 Silima Banua
Umbunasi",,"Pemekaran sebagian Desa Lolozukhu, Perda No. 7/2012, Semula wil
Kec. Gomo sesuai Perda No 3/2015"
12.14.34.2011,,,,,,11 Sindrolo,,"Pemekaran sebagian Desa Sifaoroasi Mola, Perda No. 7/2012, Semula
wil Kec. Gomo sesuai Perda No 3/2015"
,,,,,,,,
12.14.35,,,,35Idanotae,-,12,,"Pemekaran sebagian wil Kec. Gomo sesuai Perda No. 3/2015, dan
Nomor Register Perda Kabupaten Nias Selatan Provinsi Sumatera
Utara Nomor 5 Tahun 2015"
12.14.35.2001,,,,,,1 Lahusa Idanotae,,Semula wil Kec. Gomo sesuai Perda No 3/2015
12.14.35.2002,,,,,,2 Hiliserangkai,,"Perda No. 2/2009, Semula wil Kec. Gomo sesuai Perda No 3/2015"
12.14.35.2003,,,,,,3 Orahua,,"Perda No. 2/2009, Semula wil Kec. Gomo sesuai Perda No 3/2015"
,,,,,,,,
