K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.06.24.2010,,,,,,10 Sukaherang,,
32.06.25,,,,25Mangunreja,-,6,,
32.06.25.2001,,,,,,1 Sukasukur,,
32.06.25.2002,,,,,,2 Salebu,,
32.06.25.2003,,,,,,3 Mangunreja,,
32.06.25.2004,,,,,,4 Margajaya,,
32.06.25.2005,,,,,,5 Pasirsalam,,
32.06.25.2006,,,,,,6 Sukaluyu,,
32.06.26,,,,26Sukarame,-,6,,
32.06.26.2001,,,,,,1 Sukarame,,
32.06.26.2002,,,,,,2 Sukamenak,,
32.06.26.2003,,,,,,3 Sukakarsa,,
32.06.26.2004,,,,,,4 Padasuka,,
32.06.26.2005,,,,,,5 Sukarapih,,
32.06.26.2006,,,,,,6 Wargakerta,,
32.06.27,,,,27Cigalontang,-,16,,
32.06.27.2001,,,,,,1 Kersamaju,,
32.06.27.2002,,,,,,2 Nangtang,,
32.06.27.2003,,,,,,3 Pusparaja,,
32.06.27.2004,,,,,,4 Jayapura,,
32.06.27.2005,,,,,,5 Lengkongjaya,,
32.06.27.2006,,,,,,6 Nanggerang,,"Perbaikan nama desa semula Nangerang menjadi Nanggerang, sesuai:
Surat Bupati Tasikmalaya No. B/0933/PN.03/Tapem/2022 Tanggal 27
Mei 2022;
PP Nomor 27 Tahun 1979;
Perda Kabupaten Tasikmalaya Nomor 25 Tahun 2000;
Perda Kabupaten Tasikmalaya Nomor 05 Tahun 2001; dan
Perda Kabupaten Tasikmalaya Nomor 06 Tahun 2001."
32.06.27.2007,,,,,,7 Sukamanah,,
32.06.27.2008,,,,,,8 Sirnaraja,,
32.06.27.2009,,,,,,9 Cidugaleun,,
32.06.27.2010,,,,,,10 Parentas,,
32.06.27.2011,,,,,,11 Puspamukti,,
32.06.27.2012,,,,,,12 Tenjonagara,,
32.06.27.2013,,,,,,13 Cigalontang,,
32.06.27.2014,,,,,,14 Sirnagalih,,
32.06.27.2015,,,,,,15 Tanjungkarang,,
32.06.27.2016,,,,,,16 Sirnaputra,,
32.06.28,,,,28Leuwisari,-,7,,
32.06.28.2001,,,,,,1 Arjasari,,
32.06.28.2002,,,,,,2 Ciawang,,
,,,,,,,,
