K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.27.03.2011,,,,,,11 Sikasur,,
33.27.03.2012,,,,,,12 Kalisaleh,,
33.27.03.2013,,,,,,13 Sodong Basari,,"Pemekaran Desa Sikasur; Perda Kab. Pemalang No 1 Tahun 2022
tentang Pembentukan Desa Sodong Basari Kecamatan Belik
Kabupaten Pemalang"
33.27.04,,,,4Watukumpul,-,15,,
33.27.04.2001,,,,,,1 Tlagasana,,
33.27.04.2002,,,,,,2 Tundagan,,
33.27.04.2003,,,,,,3 Bongas,,
33.27.04.2004,,,,,,4 Cikadu,,
33.27.04.2005,,,,,,5 Cawet,,
33.27.04.2006,,,,,,6 Medayu,,
33.27.04.2007,,,,,,7 Pagelaran,,
33.27.04.2008,,,,,,8 Bodas,,
33.27.04.2009,,,,,,9 Jojogan,,
33.27.04.2010,,,,,,10 Majalangu,,
33.27.04.2011,,,,,,11 Tambi,,
33.27.04.2012,,,,,,12 Watukumpul,,
33.27.04.2013,,,,,,13 Gapura,,Koreksi Surat Sekda No. 045.2/349/Tapem tgl 23 Februari 2016
33.27.04.2014,,,,,,14 Majakerta,,
33.27.04.2015,,,,,,15 Wisnu,,
33.27.05,,,,5Bodeh,-,19,,
33.27.05.2001,,,,,,1 Longkeyang,,
33.27.05.2002,,,,,,2 Jatingarang,,
33.27.05.2003,,,,,,3 Gunungbatu,,
33.27.05.2004,,,,,,4 Pasir,,
33.27.05.2005,,,,,,5 Kwasen,,
33.27.05.2006,,,,,,6 Jatiroyom,,
33.27.05.2007,,,,,,7 Parunggalih,,
33.27.05.2008,,,,,,8 Payung,,
33.27.05.2009,,,,,,9 Cangak,,
33.27.05.2010,,,,,,10 Kebandungan,,
33.27.05.2011,,,,,,11 Kesesirejo,,
33.27.05.2012,,,,,,12 Babakan,,
33.27.05.2013,,,,,,13 Karangbrai,,
33.27.05.2014,,,,,,14 Jraganan,,
33.27.05.2015,,,,,,15 Kebandaran,,
33.27.05.2016,,,,,,16 Bodeh,,
33.27.05.2017,,,,,,17 Muncang,,
33.27.05.2018,,,,,,18 Kelangdepok,,
,,,,,,,,
