NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,14.08.03,3 Minas,,,,,1,4,,,
,14.08.04,4 Tualang,,,,,1,8,,,
,14.08.05,5 Sungai Mandau,,,,,,9,,,
,14.08.06,6 Dayun,,,,,,11,,,
,14.08.07,7 Kerinci Kanan,,,,,,12,,,
,14.08.08,8 Bunga Raya,,,,,,10,,,
,14.08.09,9 Koto Gasib,,,,,,11,,,
,14.08.10,10 Kandis,,,,,3,8,,,
,14.08.11,11 Lubuk Dalam,,,,,,7,,,
,14.08.12,12 Sabak Auh,,,,,,8,,,Perda No.4/2005
,14.08.13,13 Mempura,,,,,1,7,,,Perda No.4/2005
,14.08.14,14 Pusako,,,,,,7,,,Perda No. 8/2007
,14.09,9 KAB. KUANTAN SINGINGI,Teluk Kuantan,,,15,11,218,5.458,341.708,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,14.09.01,1 Kuantan Mudik,,,,,1,23,,,
,14.09.02,2 Kuantan Tengah,,,,,3,20,,,
,14.09.03,3 Singingi,,,,,1,13,,,
,14.09.04,4 Kuantan Hilir,,,,,2,14,,,
,14.09.05,5 Cerenti,,,,,2,11,,,
,14.09.06,6 Benai,,,,,1,15,,,
,14.09.07,7 Gunungtoar,,,,,,14,,,
,14.09.08,8 Singingi Hilir,,,,,,12,,,
,14.09.09,9 Pangean,,,,,,17,,,
,14.09.10,10 Logas Tanah Darat,,,,,,15,,,
,14.09.11,11 Inuman,,,,,,14,,,
,14.09.12,12 Hulu Kuantan,,,,,,12,,,
,14.09.13,13 Kuantan Hilir Seberang,,,,,,14,,,"Pemekaran wil Kec. Kuantan Hilir, Perda No. 24/2012"
,14.09.14,14 Sentajo Raya,,,,,1,14,,,"Pemekaran wil Kec. Kuantan Tengah dan Kec. Benai, Perda No.
24/2012"
,14.09.15,15 Pucuk Rantau,,,,,,10,,,"Pemekaran wil Kec. Kuantan Mudik, Perda No. 24/2012"
,14.10,10 KAB. KEPULAUAN MERANTI,Tebing Tinggi,,,9,5,96,3.624,210.843,"UU No. 12/2009.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya)."
,14.10.01,1 Tebing Tinggi,,,,,4,5,,,Semula wil. Kab. Bengkalis
,14.10.02,2 Rangsang Barat,,,,,,12,,,Semula wil. Kab. Bengkalis
