NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,63.07.09,9 Hantakan,,,,,,12,,,
,63.07.10,10 Batang Alai Timur,,,,,,11,,,
,63.07.11,11 Limpasu,,,,,,9,,,
,63.08,8 KAB. HULU SUNGAI UTARA,Amuntai,,,10,5,214,907,232.226,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,63.08.01,1 Danau Panggang,,,,,,16,,,
,63.08.02,2 Babirik,,,,,,23,,,
,63.08.03,3 Sungai Pandan,,,,,,33,,,
,63.08.04,4 Amuntai Selatan,,,,,,30,,,
,63.08.05,5 Amuntai Tengah,,,,,5,24,,,
,63.08.06,6 Amuntai Utara,,,,,,26,,,
,63.08.07,7 Banjang,,,,,,20,,,
,63.08.08,8 Haur Gading,,,,,,18,,,Perda No. 12/2007
,63.08.09,9 Paminggir,,,,,,7,,,Perda No. 13/2007
,63.08.10,10 Sungai Tabukan,,,,,,17,,,Perda No. 14/2007
,63.09,9 KAB. TABALONG,Tanjung,,,12,10,121,3.473,255.172,"Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,63.09.01,1 Banua Lawas,,,,,,15,,,
,63.09.02,2 Kelua,,,,,1,11,,,
,63.09.03,3 Tanta,,,,,,14,,,
,63.09.04,4 Tanjung,,,,,4,11,,,
,63.09.05,5 Haruai,,,,,,13,,,
,63.09.06,6 Murung Pudak,,,,,5,5,,,
,63.09.07,7 Muara Uya,,,,,,14,,,
,63.09.08,8 Muara Harus,,,,,,7,,,
,63.09.09,9 Pugaan,,,,,,7,,,
,63.09.10,10 Upau,,,,,,6,,,
,63.09.11,11 Jaro,,,,,,9,,,
,63.09.12,12 Bintang Ara,,,,,,9,,,
,63.10,10 KAB. TANAH BUMBU,Batulicin,,,12,5,152,4.885,337.170,"Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,63.10.01,1 Batu Licin,,,,,2,7,,,
,63.10.02,2 Kusan Hilir,,,,,1,21,,,
,63.10.03,3 Sungai Loban,,,,,,17,,,
,63.10.04,4 Satui,,,,,,20,,,
