K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18.06.27.2004,,,,,,4 Suka Agung Barat,,Semula wil. Kec. Pardasuka
18.06.27.2005,,,,,,5 Suka Agung,,Semula wil. Kec. Pardasuka
18.06.27.2006,,,,,,6 Gunung Terang,,Semula wil. Kec. Pardasuka
18.06.27.2007,,,,,,7 Napal,,Semula wil. Kec. Pardasuka
18.06.27.2008,,,,,,8 Sinar Petir,,Semula wil. Kec. Pardasuka
18.06.27.2009,,,,,,9 Pematang Nebak,,Semula wil. Kec. Pardasuka
18.06.27.2010,,,,,,10 Tanjung Sari,,"Pemekaran sebagian Desa Suka Agung Barat, Perda No. 19/2011,
Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.06.28,,,,20Kelumbayan Barat,-,6,,"Perda No. 15/2006.
Perbaikan nama kec. semula Klumbayan Barat menjadi Kelumbayan
Barat, sesuai:
Surat Pernyataan Bup. Tanggamus No. 152.a/09/2022 tgl 25 Agustus
2022; dan
Surat Sekda Kab. Tanggamus No. 470/2144/26/2022 tgl 13 Juli 2022."
18.06.28.2001,,,,,,1 Lengkukai,,Semula wil. Kec. Klumbayan
18.06.28.2002,,,,,,2 Sidoharjo,,Semula wil. Kec. Klumbayan
18.06.28.2003,,,,,,3 Merbau,,Semula wil. Kec. Klumbayan
18.06.28.2004,,,,,,4 Batu Patah,,Semula wil. Kec. Klumbayan
18.06.28.2005,,,,,,5 Purwosari,,Semula wil. Kec. Klumbayan
18.06.28.2006,,,,,,6 Marga Mulya,,Semula wil. Kec. Klumbayan
