Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
13.09.40099,Pulau Sipora,,"02°11'13.99"" S 099°38'46.00"" T",BP
13.09.40100,Pulau Siruamata,,"02°22'11.84"" S 099°43'25.23"" T",TBP
13.09.40101,Pulau Siruso,,"02°51'13.00"" S 100°08'34.13"" T",TBP
13.09.40102,Pulau Sitkaleleu,,"01°57'51.41"" S 099°34'02.50"" T",TBP
13.09.40103,Pulau Solaut,,"03°12'41.00"" S 100°17'57.99"" T",TBP
13.09.40104,Pulau Soumang,,"03°07'45.49"" S 100°18'24.90"" T",TBP
13.09.40105,Pulau Soumang,,"03°14'27.42"" S 100°31'23.99"" T",TBP
13.09.40106,Pulau Ta'Bonan,,"03°02'54.45"" S 100°12'41.43"" T",
13.09.40107,Pulau Tai Mai La,,"03°11'49.12"" S 100°29'48.11"" T",TBP
13.09.40108,Pulau Takleleu,,"01°42'09.43"" S 099°14'40.69"" T",
13.09.40109,Pulau Tanopo,,"03°10'29.43"" S 100°30'03.19"" T",TBP
13.09.40110,Pulau Tobbou,,"02°20'17.00"" S 099°43'19.99"" T",TBP
13.09.40111,Pulau Toimiang,,"01°42'17.60"" S 099°14'49.80"" T",
13.09.40112,Pulau Tumbang,,"01°02'32.19"" S 098°57'29.58"" T",TBP
13.09.40113,Pulau Umatsiteut,,"02°01'18.55"" S 099°36'41.81"" T",TBP
13.09.40114,Pulau Masilok,,"01°40'50.33"" S 099°17'31.68"" T",
13.12,KAB. PASAMAN BARAT,26,,
13.12.40001,Pulau Batiang Gadang,,"00°07'47.33"" S 099°45'11.52"" T",
13.12.40002,Pulau Batiang Ketek,,"00°07'42.69"" S 099°45'12.30"" T",
13.12.40003,Pulau Batiang Tangah,,"00°07'39.40"" S 099°45'14.88"" T",
13.12.40004,Pulau Batubalaie,,"00°12'06.15"" U 099°15'42.99"" T",TBP
13.12.40005,Pulau Batuula,,"00°12'52.25"" U 099°17'58.62"" T",TBP
13.12.40006,Pulau Harimau,,"00°13'08.21"" U 099°17'17.07"" T",TBP
13.12.40007,Pulau Ikan,,"00°15'26.85"" U 099°15'42.90"" T",TBP
13.12.40008,Pulau Jakar,,"00°09'10.36"" S 099°46'17.91"" T",
13.12.40009,Pulau Kandang Kabau,,"00°06'00.90"" S 099°45'36.90"" T",
13.12.40010,Pulau Kutar,,"00°08'53.84"" S 099°46'47.31"" T",
13.12.40011,Pulau Labuang Kandang,,"00°06'21.47"" S 099°45'47.22"" T",
13.12.40012,Pulau Lakuak Aneh,,"00°06'54.00"" S 099°45'35.14"" T",
13.12.40013,Pulau Laweh,,"00°06'15.70"" S 099°46'28.29"" T",
13.12.40014,Pulau Nibung Ateh,,"00°14'49.34"" U 099°11'28.75"" T",TBP
13.12.40015,Pulau Nibung Bawah,,"00°14'03.54"" U 099°11'29.08"" T",TBP
13.12.40016,Pulau Pangka,,"00°08'30.56"" U 099°17'37.13"" T",TBP
13.12.40017,Pulau Panjang,,"00°11'16.93"" U 099°18'26.99"" T",BP
13.12.40018,Pulau Pasia Pasa Gadang,,"00°08'52.30"" S 099°45'04.70"" T",
13.12.40019,Pulau Pasia Pasa Ketek,,"00°08'53.40"" S 099°45'07.49"" T",
13.12.40020,Pulau Pigago,,"00°10'30.91"" U 099°16'52.06"" T",TBP
13.12.40021,Pulau Subarang,,"00°07'00.01"" S 099°45'46.12"" T",
13.12.40022,Pulau Subarang Katiagan,,"00°08'54.41"" S 099°45'54.88"" T",
13.12.40023,Pulau Taluak,,"00°07'29.29"" S 099°45'28.04"" T",
