K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Molompar II,,
,,,,,,Esandom,,
,,,,,,Mundung,,
,,,,,,Winorangian,,
,,,,,,Tansawang,,
,,,,,,Kuyanga,,
,,,,,,Betelan,,
,,,,,,Tombatu I,,
,,,,,,Tombatu II,,
,,,,,,Tombatu III,,
,,,,,,Kali,,
,,,,,,Mundung Satu,,Perda No. 11/2006
,,,,,,Kuyanga Satu,,Perda No. 11/2006
,,,,,,Tombatu,,Perda No. 12/2006
,,,,,,Betelan Satu,,Perda No. 12/2006
,,,,,,Kali Oki,,Perda No. 12/2006
,,,,Toluaan,,,,"Menjadi wil. Kab. Minahasa Tenggara, UU No. 9/2007"
,,,,,,Silian I,,
,,,,,,Silian II,,
,,,,,,Ranoketang Atas,,
,,,,,,Tondanauw,,
,,,,,,Lobu I,,
,,,,,,Lobu II,,
,,,,,,Ranoako,,
,,,,,,Tambelang,,
,,,,,,Bunag,,
,,,,,,Banga,,
,,,,,,Lowatag,,
,,,,,,Pisa,,
,,,,,,Sunuyon,,
,,,,,,Kalait,,
,,,,,,Silian III,,Perda No. 11/2006
,,,,,,Tondanouw I,,Perda No. 12/2006
71.05.07,,,,4Motoling,-,7,,
71.05.07.2001,,,,,,1 Motoling,,
71.05.07.2002,,,,,,2 Motoling Mawale,,
71.05.07.2003,,,,,,3 Motoling I,,
71.05.07.2004,,,,,,4 Motoling II,,
71.05.07.2005,,,,,,5 Picuan Baru,,
,,,,,,Wanga,,Menjadi wil. Kec. Motoling Timur
,,,,,,,,
