K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Lolozukhu,,Menjadi wil Kec. Ulu Idanotae sesuai Perda No 3/2015
12.14.14.2003,,,,,,2 Sifaoro'asi Mola,,Semula wil. Kec. Gomo
12.14.14.2004,,,,,,3 Hiliuso,,Semula wil. Kec. Gomo
12.14.14.2005,,,,,,4 Balohili Mola,,Semula wil. Kec. Gomo
12.14.14.2006,,,,,,5 Ambukha,,Semula wil. Kec. Gomo
12.14.14.2007,,,,,,6 Tobualo,,Semula wil. Kec. Gomo
12.14.14.2008,,,,,,7 Hilibadalu,,Perda No. 2/2009
12.14.14.2009,,,,,,8 Foikhugaga,,Perda No. 2/2009
12.14.14.2010,,,,,,9 Orlin,,"Pemekaran sebagian Desa Balohili Mola, Perda No. 7/2012"
12.14.14.2011,,,,,,10 Orahili Mola,,"Pemekaran sebagian Desa Hiliuso, Perda No. 7/2012"
12.14.14.2012,,,,,,11 Umbunasi,,"Pemekaran sebagian Desa Lawindra, Perda No. 7/2012"
,,,,,,"Silima Banua
Umbunasi",,Menjadi wil Kec. Ulu Idanotae sesuai Perda No 3/2015
,,,,,,Sindrolo,,Menjadi wil Kec. Ulu Idanotae sesuai Perda No 3/2015
12.14.15,,,,15Aramo,-,18,,Perda No. 12/2008
12.14.15.2001,,,,,,1 Hilitotao,,Semula wil. Kec. Amandraya
12.14.15.2002,,,,,,2 Hiliorudua,,Semula wil. Kec. Amandraya
12.14.15.2003,,,,,,3 Sisobambowo,,Semula wil. Kec. Amandraya
12.14.15.2004,,,,,,4 Hiliamauzula,,Semula wil. Kec. Amandraya
12.14.15.2005,,,,,,5 Aramo,,Perda No. 2/2009
12.14.15.2006,,,,,,6 Sikhorilafau,,Perda No. 2/2009
12.14.15.2007,,,,,,7 Hilifadolo,,Perda No. 2/2009
12.14.15.2008,,,,,,8 Hume,,Perda No. 2/2009
12.14.15.2009,,,,,,9 Dao-dao,,Perda No. 2/2009
12.14.15.2010,,,,,,10 Hilimagiao,,Perda No. 2/2009
12.14.15.2011,,,,,,11 Hilisawato,,Perda No. 2/2009
12.14.15.2012,,,,,,12 Balohao,,Perda No. 2/2009
12.14.15.2013,,,,,,13 Hiligafoa,,Perda No. 2/2009
12.14.15.2014,,,,,,14 Hilimbowo,,Perda No. 2/2009
12.14.15.2015,,,,,,15 Hilimezaya,,Perda No. 2/2009
12.14.15.2016,,,,,,16 Hiliadolowa,,"Pemekaran sebagian Desa Hilitotao, Perda No. 7/2012"
12.14.15.2017,,,,,,17 Hiligumbu,,"Pemekaran sebagian Desa Hilitotao, Perda No. 7/2012"
12.14.15.2018,,,,,,18 Bagoa,,"Pemekaran sebagian Desa Sisombabowo, Perda No. 7/2012"
12.14.16,,,,"16Pulau-Pulau Batu
Timur",-,10,,Perda No. 12/2008
12.14.16.2001,,,,,,1 Labuhan Hiu,,Semula wil. Kec. Pulau-Pulau Batu
12.14.16.2002,,,,,,2 Labuhan Bazau,,Semula wil. Kec. Pulau-Pulau Batu
12.14.16.2003,,,,,,3 Labuan Rima,,Semula wil. Kec. Pulau-Pulau Batu
12.14.16.2004,,,,,,4 Lambak,,Semula wil. Kec. Pulau-Pulau Batu
12.14.16.2005,,,,,,5 Bais,,Semula wil. Kec. Pulau-Pulau Batu
12.14.16.2006,,,,,,6 Mahang Labara,,Semula wil. Kec. Pulau-Pulau Batu
