NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,15.03.09,9 Singkut,,,,,1,12,,,Perda No. 5/2007
,15.03.10,10 Cermin Nan Gedang,,,,,,10,,,Perda No. 6/2007
,15.03.11,11 Mandiangin Timur,,,,,,10,,,"Pemekaran sebagian wil. Kec. Mandiangin Sesuai Perda No.10/2020
dan Surat Gub. No. S-100/024/SETDA.PEM.OTDA-2.3/I/2021 tgl 7
Januari 2021"
,15.04,4 KAB. BATANGHARI,Muara Bulian,,,8,14,110,5.388,307.390,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,15.04.01,1 Mersam,,,,,1,17,,,
,15.04.02,2 Muara Tembesi,,,,,2,12,,,
,15.04.03,3 Muara Bulian,,,,,5,16,,,
,15.04.04,4 Batin XXIV,,,,,2,15,,,
,15.04.05,5 Pemayung,,,,,1,18,,,
,15.04.06,6 Maro Sebo Ulu,,,,,1,16,,,
,15.04.07,7 Bajubang,,,,,1,9,,,
,15.04.08,8 Maro Sebo Ilir,,,,,1,7,,,
,15.05,5 KAB. MUARO JAMBI,Sengeti,,,11,5,150,5.226,422.051,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,15.05.01,1 Jambi Luar Kota,,,,,1,19,,,
,15.05.02,2 Sekernan,,,,,1,15,,,
,15.05.03,3 Kumpeh,,,,,1,16,,,
,15.05.04,4 Maro Sebo,,,,,1,11,,,
,15.05.05,5 Mestong,,,,,1,14,,,
,15.05.06,6 Kumpeh Ulu,,,,,,18,,,
,15.05.07,7 Sungai Bahar,,,,,,11,,,
,15.05.08,8 Sungai Gelam,,,,,,15,,,Perda No. 12/2006
,15.05.09,9 Bahar Utara,,,,,,11,,,"Pemekaran sebagian Kec. Kumpeh Ulu dan Kec. Sungai Bahar, Perda
No. 28/2009"
,15.05.10,10 Bahar Selatan,,,,,,10,,,"Pemekaran sebagian Kec. Sungai Bahar, Perda No. 28/2009"
,15.05.11,11 Taman Rajo,,,,,,10,,,"Pemekaran sebagian Kec. Kumpeh dan Kec. Maro Sebo, Perda No.
28/2009"
,15.06,"6 KAB. TANJUNG JABUNG
BARAT",Kuala Tungkal,,,13,20,114,5.546,324.160,"Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,15.06.01,1 Tungkal Ulu,,,,,1,9,,,
,15.06.02,2 Tungkal Ilir,,,,,8,2,,,
,15.06.03,3 Pengabuan,,,,,1,12,,,
,15.06.04,4 Betara,,,,,1,11,,,
