NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,61.05.20,20 Sungai Tebelian,,,,,,26,,,
,61.05.21,21 Binjai Hulu,,,,,,11,,,
,61.06,6 KAB. KAPUAS HULU,Putussibau,,,23,4,278,31.318,263.090,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.06.01,1 Putussibau Utara,,,,,2,17,,,"Perubahan nama Kec. Putussibau, Perda No. 11/2006"
,61.06.02,2 Bika,,,,,,8,,,"Perubahan nama Kec. Manday, Perda No. 11/2006"
,61.06.03,3 Embaloh Hilir,,,,,,9,,,
,61.06.04,4 Embaloh Hulu,,,,,,10,,,
,61.06.05,5 Bunut Hilir,,,,,,11,,,
,61.06.06,6 Bunut Hulu,,,,,,15,,,
,61.06.07,7 Jongkong,,,,,,14,,,"Perubahan nama Kec. Embau, Perda No. 11/2006"
,61.06.08,8 Hulu Gurung,,,,,,15,,,
,61.06.09,9 Selimbau,,,,,,17,,,
,61.06.10,10 Semitau,,,,,,12,,,
,61.06.11,11 Seberuang,,,,,,15,,,
,61.06.12,12 Batang Lupar,,,,,,10,,,
,61.06.13,13 Empanang,,,,,,6,,,
,61.06.14,14 Badau,,,,,,9,,,
,61.06.15,15 Silat Hilir,,,,,,13,,,
,61.06.16,16 Silat Hulu,,,,,,14,,,
,61.06.17,17 Putussibau Selatan,,,,,2,14,,,"Perubahan nama Kec. Kedamin, Perda No. 11/2006"
,61.06.18,18 Kalis,,,,,,17,,,
,61.06.19,19 Boyan Tanjung,,,,,,16,,,
,61.06.20,20 Mentebah,,,,,,8,,,
,61.06.21,21 Pengkadan,,,,,,11,,,"Perubahan nama Kec. Batu Datau, Perda 10/2006"
,61.06.22,22 Suhaid,,,,,,11,,,
,61.06.23,23 Puring Kencana,,,,,,6,,,
,61.07,7 KAB. BENGKAYANG,Bengkayang,,,17,2,122,5.489,290.464,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.07.01,1 Sungai Raya,,,,,,5,,,
,61.07.02,2 Samalantan,,,,,,7,,,
,61.07.03,3 Ledo,,,,,,12,,,
,61.07.04,4 Bengkayang,,,,,2,4,,,
,61.07.05,5 Seluas,,,,,,6,,,
,61.07.06,6 Sanggau Ledo,,,,,,5,,,
