NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.78.12,12 Pabean Cantian,,,,,4,,,,
,35.78.13,13 Bubutan,,,,,7,,,,
,35.78.14,14 Tandes,,,,,6,,,,
,35.78.15,15 Krembangan,,,,,5,,,,
,35.78.16,16 Semampir,,,,,5,,,,
,35.78.17,17 Kenjeran,,,,,4,,,,
,35.78.18,18 Lakarsantri,,,,,6,,,,
,35.78.19,19 Benowo,,,,,4,,,,
,35.78.20,20 Wiyung,,,,,4,,,,
,35.78.21,21 Dukuh Pakis,,,,,4,,,,
,35.78.22,22 Gayungan,,,,,4,,,,
,35.78.23,23 Jambangan,,,,,4,,,,
,35.78.24,24 Tenggilis Mejoyo,,,,,4,,,,
,35.78.25,25 Gunung Anyar,,,,,4,,,,
,35.78.26,26 Mulyorejo,,,,,6,,,,
,35.78.27,27 Sukomanunggal,,,,,6,,,,
,35.78.28,28 Asem Rowo,,,,,3,,,,
,35.78.29,29 Bulak,,,,,4,,,,
,35.78.30,30 Pakal,,,,,4,,,,
,35.78.31,31 Sambikerep,,,,,4,,,,
,35.79,38 KOTA BATU,Batu,,,3,5,19,194,216.136,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.79.01,1 Batu,,,,,4,4,,,
,35.79.02,2 Bumiaji,,,,,,9,,,
,35.79.03,3 Junrejo,,,,,1,6,,,
