K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18,LAMPUNG,,,,,,,
18.72,KOTA METRO,,,5,22,0,"73,214","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
18.72.01,,,,1Metro Pusat,5,-,,
18.72.01.1001,,,,,1Metro,,,
18.72.01.1002,,,,,2Hadimulyo Timur,,,
18.72.01.1003,,,,,3Imopuro,,,
18.72.01.1004,,,,,4Hadimulyo Barat,,,
18.72.01.1005,,,,,5Yosomulyo,,,
18.72.02,,,,2Metro Utara,4,-,,
18.72.02.1001,,,,,1Banjarsari,,,
18.72.02.1002,,,,,2Purwosari,,,
18.72.02.1003,,,,,3Karangrejo,,,
18.72.02.1004,,,,,4Purwoasri,,,
18.72.03,,,,3Metro Barat,4,-,,
18.72.03.1001,,,,,1Mulyojati,,,
18.72.03.1002,,,,,2Ganjar Agung,,,
18.72.03.1003,,,,,3Mulyosari,,,
18.72.03.1004,,,,,4Ganjar Asri,,,
18.72.04,,,,4Metro Timur,5,-,,
18.72.04.1001,,,,,1Yosodadi,,,
18.72.04.1002,,,,,2Tejosari,,,
18.72.04.1003,,,,,3Iring Mulyo,,,
18.72.04.1004,,,,,4Yosorejo,,,
18.72.04.1005,,,,,5Tejo Agung,,,
18.72.05,,,,5Metro Selatan,4,-,,
18.72.05.1001,,,,,1Rejomulyo,,,
18.72.05.1002,,,,,2Margorejo,,,
18.72.05.1003,,,,,3Sumbersari Bantul,,,
18.72.05.1004,,,,,4Margodadi,,,
