NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,12.17,17 KAB. SAMOSIR,Pangururan,,,9,6,128,1.850,142.318,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.17.01,1 Simanindo,,,,,1,20,,,
,12.17.02,2 Onan Runggu,,,,,,12,,,
,12.17.03,3 Nainggolan,,,,,2,13,,,
,12.17.04,4 Palipi,,,,,,17,,,
,12.17.05,5 Harian,,,,,,13,,,
,12.17.06,6 Sianjar Mula Mula,,,,,,12,,,
,12.17.07,7 Ronggur Nihuta,,,,,,8,,,
,12.17.08,8 Pangururan,,,,,3,25,,,
,12.17.09,9 Sitio-tio,,,,,,8,,,
,12.18,18 KAB. SERDANG BEDAGAI,Sei Rampah,,,17,6,237,1.949,669.746,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.18.01,1 Pantai Cermin,,,,,,12,,,
,12.18.02,2 Perbaungan,,,,,4,24,,,
,12.18.03,3 Teluk Mengkudu,,,,,,12,,,
,12.18.04,4 Sei Rampah,,,,,,17,,,
,12.18.05,5 Tanjung Beringin,,,,,,8,,,
,12.18.06,6 Bandar Khalipah,,,,,,5,,,"Perubahan nama Kec. Bandar Khalifah, sesuai UU 36/2003 dan BA
No. 02/BAD I/I/2018 tgl 29 Jan 2018"
,12.18.07,7 Dolok Merawan,,,,,,17,,,
,12.18.08,8 Sipispis,,,,,,20,,,
,12.18.09,9 Dolok Masihul,,,,,1,27,,,
,12.18.10,10 Kotarih,,,,,,11,,,
,12.18.11,11 Silinda,,,,,,9,,,"Perubahan nama Kec. Bangun Purba, Perda No. 6/2006"
,12.18.12,12 Serba Jadi,,,,,,10,,,"Perubahan nama Kec. Galang, Perda No. 6 / 2006"
,12.18.13,13 Tebing Tinggi,,,,,,14,,,"Semula wil. Kab. Deli Serdang, Perda No. 6 / 2006"
,12.18.14,14 Pegajahan,,,,,1,12,,,Perda No. 10 / 2006
,12.18.15,15 Sei Bamban,,,,,,10,,,Perda No. 10 / 2006
,12.18.16,16 Tebing Syahbandar,,,,,,10,,,Perda No. 10 / 2006
,12.18.17,17 Bintang Bayu,,,,,,19,,,Perda No. 10 / 2006
,12.19,19 KAB. BATU BARA,Lima Puluh,,,12,10,141,888,443.816,"UU No. 5 /2007.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.19.01,1 Medang Deras,,,,,3,18,,,Semula wil. Kab. Asahan
,12.19.02,2 Sei Suka,,,,,1,9,,,Semula wil. Kab. Asahan
