K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.06.01.2027,,,,,,27 Meunasah Cot,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.06.01.2028,,,,,,28 Meunasah Lhok,,
11.06.02,,,,2Lhoknga,-,28,,
11.06.02.2001,,,,,,1 Mon Ikeun,,Perubahan status menjadi desa Qanun No. 6/2008
11.06.02.2002,,,,,,2 Nusa,,
11.06.02.2003,,,,,,3 Weu Raya,,
11.06.02.2004,,,,,,4 Lamkrut,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.06.02.2005,,,,,,5 Lamgaboh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.02.2006,,,,,,6 Lambaro Kueh,,
11.06.02.2007,,,,,,7 Lam Ateuk,,
11.06.02.2008,,,,,,8 Kueh,,
11.06.02.2009,,,,,,9 Tanjong,,
11.06.02.2010,,,,,,10 Aneuk Paya,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.06.02.2011,,,,,,11 Seubun Keutapang,,
11.06.02.2012,,,,,,12 Seubun Ayon,,
11.06.02.2013,,,,,,13 Lambaro Seubun,,
11.06.02.2014,,,,,,14 Naga Umbang,,
11.06.02.2015,,,,,,15 Lampaya,,
11.06.02.2016,,,,,,"16 Meunasah Mesjid
Lamlhom",,
11.06.02.2017,,,,,,17 Meunasah Mon Cut,,
11.06.02.2018,,,,,,18 Meunasah Manyang,,
11.06.02.2019,,,,,,19 Meunasah Lam Girek,,
11.06.02.2020,,,,,,20 Meunasah Lambaro,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.06.02.2021,,,,,,"21 Meunasah Baro
Lamlhom",,
11.06.02.2022,,,,,,22 Meunasah Beutong,,
11.06.02.2023,,,,,,23 Mns. Mesjid Lampuuk,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.06.02.2024,,,,,,24 Meunasah Balee,,"Perbaikan nama sesuai Srt Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Srt Ditjen BPD
No. 145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi"
11.06.02.2025,,,,,,25 Meunasah Karieng,,
11.06.02.2026,,,,,,26 Lamcok,,"Pemekaran sebagian Desa Tanjong Qanun No. 5/2006, Perbaikan
nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni 2016 Hal
Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.06.02.2027,,,,,,27 Meunasah Cut,,Pemekaran sebagian Desa Meunasah Mesjid Qanun No. 6/2006
11.06.02.2028,,,,,,28 Meunasah Blang,,Pemekaran sebagian Desa Meunasah Mesjid Qanun No. 7/2006
,,,,,,,,
