K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
62.11.06.2009,,,,,,9 Badirih,,
62.11.06.2010,,,,,,10 Tahai Baru,,
62.11.06.2011,,,,,,11 Maliku Baru,,
62.11.06.2012,,,,,,12 Sidodadi,,
62.11.06.2013,,,,,,13 Kanamit Jaya,,
62.11.06.2014,,,,,,14 Gandang Barat,,Perda No. 22/2007
62.11.06.2015,,,,,,15 Maliku Mulia,,"Pemekaran Desa, Perda No. 2/2010, Perbaikan nama sesuai Srt Ditjen
Pemdes No.145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil
validasi"
62.11.07,,,,7Jabiren Raya,-,8,,"Perubahan nama kec. semula Jabiren menjadi Jabiren Raya, sesuai:
Perda No. 1 Tahun 2004; dan
Surat Sekda Kab. Pulang Pisau No. 100/84/Pem-PP/IV/2022 tgl 14 April
2022."
62.11.07.2001,,,,,,1 Garung,,"Perbaikan nama sesuai hasil Rakernis Ditjen Bina Pemdes tentang
Klarifikasi Data Nama dan Kodefikasi Desa tgl 1 April 2016"
62.11.07.2002,,,,,,2 Henda,,
62.11.07.2003,,,,,,3 Simpur,,
62.11.07.2004,,,,,,4 Sakakajang,,"Perbaikan nama sesuai hasil Rakernis Ditjen Bina Pemdes tentang
Klarifikasi Data Nama dan Kodefikasi Desa tgl 1 April 2016"
62.11.07.2005,,,,,,5 Jabiren,,
62.11.07.2006,,,,,,6 Pilang,,
62.11.07.2007,,,,,,7 Tumbang Nusa,,
62.11.07.2008,,,,,,8 Tanjung Taruna,,Perda No. 22/2007
62.11.08,,,,8Sebangau Kuala,-,8,,
62.11.08.2001,,,,,,1 Paduran Sebangau,,"Perbaikan nama sesuai hasil Rakernis Ditjen Bina Pemdes tentang
Klarifikasi Data Nama dan Kodefikasi Desa tgl 1 April 2016"
62.11.08.2002,,,,,,2 Paduran Mulya,,"Perbaikan nama sesuai hasil Rakernis Ditjen Bina Pemdes tentang
Klarifikasi Data Nama dan Kodefikasi Desa tgl 1 April 2016"
62.11.08.2003,,,,,,3 Sebangau Mulya,,
62.11.08.2004,,,,,,4 Sebangau Permai,,
62.11.08.2005,,,,,,5 Mekar Jaya,,
62.11.08.2006,,,,,,6 Sebangau Jaya,,
62.11.08.2007,,,,,,7 Sei Hambawang,,Perda No. 22/2007
62.11.08.2008,,,,,,8 Sei Bakau,,Perda No. 22/2007
