Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
64.02.40021,Pulau Kelambu,,"00°43'37.29"" S 117°19'34.21"" T",TBP
64.02.40022,Pulau Kerbau,,"00°45'36.00"" S 117°18'36.00"" T",TBP
64.02.40023,Pulau Kobe,,"00°47'59.69"" S 117°31'12.30"" T",BP
64.02.40024,Pulau Kumala,,"00°25'24.87"" S 117°31'42.77"" T",BP
64.02.40025,Pulau Lalukena,,"00°44'24.00"" S 117°24'36.00"" T",TBP
64.02.40026,Pulau Lantang Kecil,,"00°26'53.77"" S 117°30'26.12"" T",TBP
64.02.40027,Pulau Layangan,,"00°51'06.81"" S 117°16'00.54"" T",TBP
64.02.40028,Pulau Layangan Dua,,"00°49'39.03"" S 117°16'48.11"" T",
64.02.40029,Pulau Layangan Empat,,"00°52'00.34"" S 117°16'16.63"" T",
64.02.40030,Pulau Layangan Satu,,"00°48'33.44"" S 117°16'39.15"" T",
64.02.40031,Pulau Layangan Tiga,,"00°50'02.47"" S 117°16'06.56"" T",
64.02.40032,Pulau Lerong,,"00°25'12.00"" S 117°28'48.00"" T",TBP
64.02.40033,Pulau Letung,,"00°22'47.83"" S 117°28'12.50"" T",TBP
64.02.40034,Pulau Mangkubur,,"00°41'40.92"" S 117°25'59.99"" T",
64.02.40035,Pulau Merdeka,,"00°49'44.54"" S 117°15'24.09"" T",TBP
64.02.40036,Pulau Merdeka Selatan,,"00°52'07.66"" S 117°15'35.06"" T",TBP
64.02.40037,Pulau Merdeka Tengah,,"00°50'56.11"" S 117°15'27.79"" T",TBP
64.02.40038,Pulau Merdeka Utara,,"00°50'28.91"" S 117°15'27.62"" T",TBP
64.02.40039,Pulau Miang,,"00°35'24.00"" S 117°20'24.00"" T",TBP
64.02.40040,Pulau Miang,,"00°35'11.64"" S 117°21'01.19"" T",
64.02.40041,Pulau Muara Ulu Besar,,"00°51'32.11"" S 117°23'49.58"" T",
64.02.40042,Pulau Muara Ulu Biccu,,"00°51'48.30"" S 117°23'52.36"" T",
64.02.40043,Pulau Muaraulu,,"00°52'12.00"" S 117°22'12.00"" T",TBP
64.02.40044,Pulau Nibung,,"00°46'12.00"" S 117°19'48.00"" T",TBP
64.02.40045,Pulau Nibung Kecil,,"00°46'07.73"" S 117°20'08.27"" T",
64.02.40046,Pulau Nubi,,"00°42'00.00"" S 117°30'36.00"" T",TBP
64.02.40047,Pulau Pagat,,"00°50'38.19"" S 117°15'28.06"" T",
64.02.40048,Pulau Patin,,"00°34'12.00"" S 117°22'48.00"" T",TBP
64.02.40049,Pulau Patin,,"00°34'24.87"" S 117°22'57.27"" T",
64.02.40050,Pulau Pegah,,"00°46'46.58"" S 117°17'19.46"" T",TBP
64.02.40051,Pulau Penti,,"00°46'48.00"" S 117°26'24.00"" T",TBP
64.02.40052,Pulau Perangatan,,"00°38'03.99"" S 117°32'49.99"" T",TBP
64.02.40053,Pulau Perangatan Besar,,"00°50'24.00"" S 117°21'00.00"" T",TBP
64.02.40054,Pulau Perangatan Kecil,,"00°53'24.00"" S 117°20'24.00"" T",TBP
64.02.40055,Pulau Prangatan Besar Dua,,"00°47'44.78"" S 117°20'57.91"" T",
64.02.40056,Pulau Prangatan Besar Empat,,"00°49'41.29"" S 117°22'04.12"" T",
64.02.40057,Pulau Prangatan Besar Satu,,"00°46'52.02"" S 117°20'21.95"" T",
64.02.40058,Pulau Prangatan Besar Tiga,,"00°48'45.33"" S 117°21'38.76"" T",
64.02.40059,Pulau Pusa,,"00°44'59.32"" S 117°30'36.22"" T",BP
64.02.40060,Pulau Rambairangas,,"00°46'22.62"" S 117°20'56.23"" T",TBP
