K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.03.27.2008,,,,,,8 Cintaasih,,Semula wil. Kec. Warungkondang
32.03.28,,,,28Cipanas,-,7,,Perda No. 5/2004
32.03.28.2001,,,,,,1 Cipanas,,Semula wil. Kec. Pacet
32.03.28.2002,,,,,,2 Cimacan,,Semula wil. Kec. Pacet
32.03.28.2003,,,,,,3 Ciloto,,Semula wil. Kec. Pacet
32.03.28.2004,,,,,,4 Sindanglaya,,Semula wil. Kec. Pacet
32.03.28.2005,,,,,,5 Batulawang,,Semula wil. Kec. Pacet
32.03.28.2006,,,,,,6 Palasari,,Semula wil. Kec. Pacet
32.03.28.2007,,,,,,7 Sindangjaya,,Semula wil. Kec. Pacet
32.03.29,,,,29Cijati,-,10,,Perda No. 5/2004
32.03.29.2001,,,,,,1 Parakantugu,,Semula wil. Kec. Kadupandak
32.03.29.2002,,,,,,2 Cijati,,Semula wil. Kec. Kadupandak
32.03.29.2003,,,,,,3 Bojonglarang,,Semula wil. Kec. Kadupandak
32.03.29.2004,,,,,,4 Padaasih,,Semula wil. Kec. Kadupandak
32.03.29.2005,,,,,,5 Cibodas,,Semula wil. Kec. Kadupandak
32.03.29.2006,,,,,,6 Sukamahi,,Semula wil. Kec. Kadupandak
32.03.29.2007,,,,,,7 Sukaluyu,,Semula wil. Kec. Kadupandak
32.03.29.2008,,,,,,8 Caringin,,Semula wil. Kec. Kadupandak
32.03.29.2009,,,,,,9 Sinarbakti,,Semula wil. Kec. Kadupandak
32.03.29.2010,,,,,,10 Sukamaju,,Pemekaran sebagian Wil Desa Padaasih Perda No.4/2010
32.03.30,,,,30Leles,-,12,,Perda No. 5/2004
32.03.30.2001,,,,,,1 Pusakasari,,Semula wil. Kec. Agrabinta
32.03.30.2002,,,,,,2 Walahir,,Semula wil. Kec. Agrabinta
32.03.30.2003,,,,,,3 Purabaya,,Semula wil. Kec. Agrabinta
32.03.30.2004,,,,,,4 Puncakwangi,,Semula wil. Kec. Agrabinta
32.03.30.2005,,,,,,5 Sukajaya,,Semula wil. Kec. Agrabinta
32.03.30.2006,,,,,,6 Nagasari,,Semula wil. Kec. Agrabinta
32.03.30.2007,,,,,,7 Sukasirna,,Semula wil. Kec. Agrabinta
32.03.30.2008,,,,,,8 Sukamulya,,Semula wil. Kec. Agrabinta
32.03.30.2009,,,,,,9 Sirnasari,,Semula wil. Kec. Agrabinta
32.03.30.2010,,,,,,10 Karyamukti,,Semula wil. Kec. Agrabinta
32.03.30.2011,,,,,,11 Mandalawangi,,Semula wil. Kec. Agrabinta
32.03.30.2012,,,,,,12 Sindangsari,,Pemekaran sebagian Wil Desa Pusakasari Perda No.4/2010
32.03.31,,,,31Haurwangi,-,8,,Perda No. 5/2007
32.03.31.2001,,,,,,1 Haurwangi,,"Semula wil. Kec. Bojongpicung, perubahan nama Desa Sukarindik
Perda No. 5/2007"
32.03.31.2002,,,,,,2 Cihea,,Semula wil. Kec. Bojongpicung
32.03.31.2003,,,,,,3 Ramasari,,Semula wil. Kec. Bojongpicung
32.03.31.2004,,,,,,4 Mekarwangi/Sukatani,,Semula wil. Kec. Bojongpicung
32.03.31.2005,,,,,,5 Mekarwangi,,Semula wil. Kec. Ciranjang
,,,,,,,,
