K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72,SULAWESI TENGAH,,,,,,,
72.04,KAB. TOLI TOLI,,,10,6,103,"3.700,369","Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
72.04.01,,,,1Dampal Selatan,-,13,,
72.04.01.2001,,,,,,1 Kombo,,
72.04.01.2002,,,,,,2 Tampiala,,
72.04.01.2003,,,,,,3 Soni,,
72.04.01.2004,,,,,,4 Bangkir,,
72.04.01.2005,,,,,,5 Dongko,,
72.04.01.2006,,,,,,6 Mimbala,,
72.04.01.2007,,,,,,7 Lempe,,Perda No. 3/2009
72.04.01.2008,,,,,,8 Paddumpu,,Perda No. 3/2009
72.04.01.2009,,,,,,9 Abbajareng,,Perda No. 3/2009
72.04.01.2010,,,,,,10 Puse,,Pemekaran desa Bangkir Perda No. 19/2011
72.04.01.2011,,,,,,11 Pallakawe,,Pemekaran desa Kombo Perda No. 20/2011
72.04.01.2012,,,,,,12 Simuntu,,Pemekaran desa Bimbala Perda No. 20/2011
72.04.01.2013,,,,,,13 Lemba Harapan,,Pemekaran wil Desa Tampiala Perda No 6/2011
72.04.02,,,,2Dampal Utara,-,12,,
72.04.02.2001,,,,,,1 Banagan,,
72.04.02.2002,,,,,,2 Kabinuang,,
72.04.02.2003,,,,,,3 Ogotua,,
72.04.02.2004,,,,,,4 Tompoh,,
72.04.02.2005,,,,,,5 Bambapula,,
72.04.02.2006,,,,,,6 Malambigu,,
72.04.02.2007,,,,,,7 Simatang Tanjung,,
72.04.02.2008,,,,,,8 Simatang Utara,,
72.04.02.2009,,,,,,9 Sese,,Perda No. 17/2006
72.04.02.2010,,,,,,10 Ogolali,,Pemekaran desa Banagan Perda no. 19/2011
72.04.02.2011,,,,,,11 Balaroa,,Pemekaran desa Bambapula dan Tompo Perda No. 19/2011
72.04.02.2012,,,,,,12 Stadong,,Pemekaran wil Desa Banagan Perda No 6/2011
72.04.03,,,,3Dondo,-,16,,
72.04.03.2001,,,,,,1 Luok Manipi,,
72.04.03.2002,,,,,,2 Salumbia,,
72.04.03.2003,,,,,,3 Bambapun,,
72.04.03.2004,,,,,,4 Ogowele,,
72.04.03.2005,,,,,,5 Lais,,
72.04.03.2006,,,,,,6 Ogogasang,,
72.04.03.2007,,,,,,7 Malomba,,
,,,,,,,,
