K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11,ACEH,,,,,,,UU. No. 11 Tahun 2006
11.10,KAB. ACEH SINGKIL,,,11,0,116,"1.852,823","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.10.01,,,,1Pulau Banyak,-,3,,
11.10.01.2001,,,,,,1 Pulau Balai,,
11.10.01.2002,,,,,,2 Pulau Baguk,,
,,,,,,Ujung Sialit,,Menjadi wil Kec. Pulau Banyak Barat Perda No. 2/2010
11.10.01.2004,,,,,,3 Teluk Nibung,,
,,,,,,Haloban,,Menjadi wil Kec. Pulau Banyak Barat Perda No. 2/2010
,,,,,,Asan Tola,,Menjadi wil Kec. Pulau Banyak Barat Perda No. 2/2010
,,,,,,Suka Makmur,,Menjadi wil Kec. Pulau Banyak Barat Perda No. 2/2010
11.10.02,,,,2Simpang Kanan,-,25,,
11.10.02.2001,,,,,,1 Lipat Kajang,,
11.10.02.2002,,,,,,2 Kain Golong,,
11.10.02.2003,,,,,,3 Kuta Kerangan,,
11.10.02.2004,,,,,,4 Siatas,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.10.02.2005,,,,,,5 Pangi,,
11.10.02.2006,,,,,,6 Sukarejo,,
11.10.02.2007,,,,,,7 Ujung Limus,,
11.10.02.2008,,,,,,8 Silatong,,
11.10.02.2009,,,,,,9 Pertabas,,
11.10.02.2010,,,,,,10 Lae Riman,,
11.10.02.2011,,,,,,11 Pakiraman,,
11.10.02.2012,,,,,,12 Kuta Batu,,
11.10.02.2013,,,,,,13 Lae Nipe,,
11.10.02.2014,,,,,,14 Kuta Tinggi,,
11.10.02.2015,,,,,,15 Tuhtuhan,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.10.02.2016,,,,,,16 Lae Gecih,,
11.10.02.2017,,,,,,17 Guha,,
11.10.02.2018,,,,,,18 Lae Gambir,,
11.10.02.2019,,,,,,19 Cibubukan,,
11.10.02.2020,,,,,,20 Serasah,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.10.02.2021,,,,,,21 Tugan,,
11.10.02.2022,,,,,,22 Tanjung Mas,,
