K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.10.06.2001,,,,,,1 Tanjung Betik,,
11.10.06.2002,,,,,,2 Penjahitan,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.10.06.2003,,,,,,3 Bukit Harapan,,
11.10.06.2004,,,,,,4 Cingkam,,
11.10.06.2005,,,,,,5 Labuhan Kera,,
11.10.06.2006,,,,,,6 Tanah Bara,,
11.10.06.2007,,,,,,7 Rimo,,
11.10.06.2008,,,,,,8 Blok VI Baru,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.10.06.2009,,,,,,9 Blok 15,,
11.10.06.2010,,,,,,10 Blok 18,,
11.10.06.2011,,,,,,11 Blok 31,,
11.10.06.2012,,,,,,12 Sidorejo,,
11.10.06.2013,,,,,,13 Suka Makmur,,
11.10.06.2014,,,,,,14 Gunung Lagan,,
11.10.06.2015,,,,,,15 Perangusan,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.10.06.2016,,,,,,16 Seping Baru,,
11.10.06.2017,,,,,,17 Sebatang,,
11.10.06.2018,,,,,,18 Tanah Merah,,
11.10.06.2019,,,,,,19 Pertampakan,,
11.10.06.2020,,,,,,20 Pandan Sari,,"Perbaikan nama,Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018,perda Kab Aceh Singkil No 6 Tahun 2001,surat sekda Aceh No
140/20918 tgl 29 Noveber 2019"
11.10.06.2021,,,,,,"21 Sanggaberu
Silulusan",,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.10.06.2022,,,,,,22 Tulaan,,
11.10.06.2023,,,,,,23 Tunas Harapan,,
11.10.06.2024,,,,,,24 Lae Butar,,
11.10.06.2025,,,,,,25 Sianjo-Anjo Meriah,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
,,,,Sultan Daulat,,,,"Menjadi wil. Kota Subulussalam, UU No. 8 / 2007"
,,,,,,Pasir Belo,,
,,,,,,Bawan,,
,,,,,,Sigrun,,
,,,,,,Jabi-jabi,,
,,,,,,Jambi Baru,,
,,,,,,,,
