NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,17.04.04,4 Kaur Tengah,,,,,1,8,,,
,17.04.05,5 Kaur Selatan,,,,,1,18,,,
,17.04.06,6 Maje,,,,,,19,,,
,17.04.07,7 Nasal,,,,,,17,,,
,17.04.08,8 Semidang Gumay,,,,,,13,,,
,17.04.09,9 Kelam Tengah,,,,,,13,,,
,17.04.10,10 Luas,,,,,,12,,,
,17.04.11,11 Muara Sahung,,,,,,7,,,
,17.04.12,12 Tetap,,,,,,12,,,
,17.04.13,13 Lungkang Kule,,,,,,9,,,
,17.04.14,14 Padang Guci Hilir,,,,,,9,,,
,17.04.15,15 Padang Guci Hulu,,,,,,11,,,
,17.05,5 KAB. SELUMA,Tais,,,14,20,182,2.432,214.089,"Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,17.05.01,1 Sukaraja,,,,,2,19,,,Perda No. 7/2005
,17.05.02,2 Seluma,,,,,7,,,,Perda No. 7/2005
,17.05.03,3 Talo,,,,,1,15,,,
,17.05.04,4 Semidang Alas,,,,,1,23,,,Perda No. 7/2005
,17.05.05,5 Semidang Alas Maras,,,,,1,25,,,Perda No. 7/2005
,17.05.06,6 Air Periukan,,,,,1,15,,,Perda No. 7/2005
,17.05.07,7 Lubuk Sandi,,,,,,14,,,Perda No. 7/2005
,17.05.08,8 Seluma Barat,,,,,,9,,,Perda No. 7/2005
,17.05.09,9 Seluma Timur,,,,,3,5,,,Perda No. 7/2005
,17.05.10,10 Seluma Utara,,,,,1,9,,,Perda No. 7/2005
,17.05.11,11 Seluma Selatan,,,,,3,9,,,Perda No. 7/2005
,17.05.12,12 Talo Kecil,,,,,,11,,,Perda No. 7/2005
,17.05.13,13 Ulu Talo,,,,,,13,,,Perda No. 7/2005
,17.05.14,14 Ilir Talo,,,,,,15,,,Perda No. 7/2005
,17.06,6 KAB. MUKO MUKO,Mukomuko,,,15,3,148,4.139,193.154,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,17.06.01,1 Lubuk Pinang,,,,,,7,,,
,17.06.02,2 Kota Mukomuko,,,,,3,6,,,"Perub. nama Kec. Mukomuko Utara, Perda No. 15/2008"
,17.06.03,3 Teras Terunjam,,,,,,8,,,
,17.06.04,4 Pondok Suguh,,,,,,11,,,
,17.06.05,5 Ipuh,,,,,,16,,,"Perub. nama Kec. Mukomuko Selatan, Perda No. 16/2008"
