K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.07,KAB. DELI SERDANG,,,22,14,380,"2.581,232","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
12.07.01,,,,1Gunung Meriah,-,12,,
12.07.01.2001,,,,,,1 Kuta Bayu,,
12.07.01.2002,,,,,,2 Gunung Paribuan,,
12.07.01.2003,,,,,,3 Simempar,,
12.07.01.2004,,,,,,4 Gunung Seribu,,
12.07.01.2005,,,,,,5 Gunung Sinembah,,
12.07.01.2006,,,,,,6 Bintang Meriah,,
12.07.01.2007,,,,,,7 Kuta Tengah,,
12.07.01.2008,,,,,,"8 Pekan Gunung
Mariah",,
12.07.01.2009,,,,,,9 Gunung Meriah,,
12.07.01.2010,,,,,,10 Ujung Meriah,,
12.07.01.2011,,,,,,11 Marjandi Pematang,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.01.2012,,,,,,12 Marjandi Tongah,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.07.02,,,,2Tanjung Morawa,1,25,,
12.07.02.2001,,,,,,1 Medan Senembah,,"Perbaikan nama desa semula Medan Sinembah menjadi Medan
Senembah sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19
Agustus 2022."
12.07.02.2002,,,,,,2 Ujung Serdang,,
12.07.02.2003,,,,,,3 Limau Manis,,
12.07.02.2004,,,,,,4 Bandar Labuhan,,
12.07.02.2005,,,,,,5 Bangun Rejo,,
12.07.02.2006,,,,,,6 Aek Pancur,,
12.07.02.2007,,,,,,7 Sei Merah,,
12.07.02.2008,,,,,,8 Naga Timbul,,
12.07.02.2009,,,,,,9 Lengau Seprang,,"Perbaikan nama sesuai UU Drt No. 57 Thn 1956 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017.
Perbaikan nama desa semula Langau Seprang menjadi Lengau
Seprang sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19
Agustus 2022."
12.07.02.2010,,,,,,10 Tanjung Mulia,,
12.07.02.2011,,,,,,11 Punden Rejo,,
,,,,,,,,
