K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73,SULAWESI SELATAN,,,,,,,
73.04,KAB. JENEPONTO,,,11,31,82,"796,001","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
73.04.01,,,,1Bangkala,4,10,,
73.04.01.1001,,,,,1Benteng,,,
73.04.01.1002,,,,,2Pallengu,,,
73.04.01.1003,,,,,3Pantai Bahari,,,
73.04.01.1004,,,,,4Bontorannu,,,"Perbaikan nama Kel. Pallantikang sesuai ND Rekom Ditjen Pemdes No
140/4495/BPD tgl 29 Juni 2016"
73.04.01.2005,,,,,,1 Pallantikang,,"Perbaikan nama Desa Bonto Rannu sesuai ND Rekom Ditjen Pemdes
No 140/4495/BPD tgl 29 Juni 2016"
73.04.01.2006,,,,,,2 Kalimporo,,
73.04.01.2007,,,,,,3 Punagaya,,
73.04.01.2008,,,,,,4 Mallasoro,,
73.04.01.2009,,,,,,5 Kapita,,
73.04.01.2010,,,,,,6 Marayoka,,"Perbaikan nama sesuai ND Rekom Ditjen Pemdes No 140/4495/BPD tgl
29 Juni 2016"
73.04.01.2011,,,,,,7 Jenetallasa,,
73.04.01.2012,,,,,,8 Tombo Tombolo,,
73.04.01.2013,,,,,,9 Gunung Silanu,,"Perbaikan nama sesuai ND Rekom Ditjen Pemdes No 140/4495/BPD tgl
29 Juni 2016"
73.04.01.2014,,,,,,10 Bontomanai,,
73.04.02,,,,2Tamalatea,6,6,,
73.04.02.1001,,,,,1Bonto Tangnga,,,
73.04.02.1002,,,,,2Tonro Kassi,,,
73.04.02.1003,,,,,3Tonro Kassi Barat,,,
73.04.02.1004,,,,,4Tonro Kassi Timur,,,
73.04.02.1005,,,,,5Taman Roya,,,
73.04.02.1006,,,,,6Manjangloe,,,
73.04.02.2007,,,,,,1 Borongtala,,
73.04.02.2008,,,,,,2 Bontosunggu,,"Perbaikan nama sesuai ND Rekom Ditjen Pemdes No 140/4495/BPD tgl
29 Juni 2016"
73.04.02.2009,,,,,,3 Turatea,,
73.04.02.2010,,,,,,4 Karelayu,,
73.04.02.2011,,,,,,5 Bontojai,,
73.04.02.2012,,,,,,6 Turatea Timur,,
73.04.03,,,,3Binamu,12,1,,
73.04.03.1001,,,,,1Pabiringa,,,
73.04.03.1002,,,,,2Balang,,,
73.04.03.1003,,,,,3Empoang,,,
,,,,,,,,
