K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.01,KAB. TAPANULI TENGAH,,,20,56,159,"2.307,677","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
12.01.01,,,,1Barus,2,11,,
12.01.01.1001,,,,,1Pasar Batu Gerigis,,,
12.01.01.1002,,,,,2Padang Masiang,,,
12.01.01.2003,,,,,,1 Kampung Solok,,
12.01.01.2004,,,,,,2 Pasar Terandam,,
12.01.01.2005,,,,,,3 Sigambo Gambo,,
12.01.01.2006,,,,,,4 Ujung Batu,,
12.01.01.2007,,,,,,5 Kinali,,
12.01.01.2008,,,,,,6 Kampung Mudik,,
12.01.01.2009,,,,,,7 Aek Dakka,,
12.01.01.2010,,,,,,8 Patupangan,,
12.01.01.2011,,,,,,9 Gabungan Hasang,,
,,,,,,Pananggahan,,"Menjadi wil. Kec. Barus Utara, Perda No.8/2007"
,,,,,,Sihorbo,,"Menjadi wil. Kec. Barus Utara, Perda No.8/2007"
,,,,,,Parik Sinomba,,"Menjadi wil. Kec. Barus Utara, Perda No.8/2007"
,,,,,,Purba Tua,,"Menjadi wil. Kec. Barus Utara, Perda No.8/2007"
,,,,,,Hutaginjang,,"Menjadi wil. Kec. Barus Utara, Perda No.8/2007"
12.01.01.2017,,,,,,10 Bungo Tanjung,,"Perubahan nama desa Sawah Lamo, Perda No.6/2007"
12.01.01.2018,,,,,,11 Kedai Gedang,,
12.01.02,,,,2Sorkam,4,17,,
12.01.02.1001,,,,,1Sorkam,,,
12.01.02.1002,,,,,2Pargarutan,,,Peningkatan Status Desa Menjadi Kelurahan Perda 10/2009
12.01.02.2003,,,,,,1 Teluk Roban,,"Perubahan nama desa Bottot Teluk Roban, Perda No. 9/2007"
12.01.02.1004,,,,,3Tarutung Bolak,,,Peningkatan Status Desa Menjadi Kelurahan Perda 10/2009
12.01.02.2005,,,,,,2 Fajar,,
12.01.02.2006,,,,,,3 Pardamean,,
12.01.02.2007,,,,,,4 Pelita,,
12.01.02.2008,,,,,,5 Rianiate,,
12.01.02.1009,,,,,4Naipospos Barat,,,Peningkatan Status Desa Menjadi Kelurahan Perda 10/2009
12.01.02.2010,,,,,,6 Gonting Mahe,,
12.01.02.2011,,,,,,7 Dolok Pantis,,
,,,,,,Simarpinggang,,"Pindah ke Kecamatan Kolang, Perda 9/2009"
,,,,,,Pargaringan,,"Pindah ke Kecamatan Kolang, Perda 9/2009"
12.01.02.2014,,,,,,8 Pea Raja,,
12.01.02.2015,,,,,,9 Bottot,,Perda No. 9/2007
,,,,,,,,
